# multipoles
# s[mm] polynom_a[n=0][T/m^n] polynom_a[n=2][T/m^n] polynom_a[n=8][T/m^n] 
+5.6500000000000000e+01 +4.9998665029126561e-04 -4.9015925687640560e-01 +1.0550207697405064e+09 
+5.6600000000000001e+01 +4.9719977586243792e-04 -4.8734285492783685e-01 +1.0723619596541208e+09 
+5.6700000000000003e+01 +4.9443061412919077e-04 -4.8454204370397153e-01 +1.0891501126939321e+09 
+5.6800000000000004e+01 +4.9167907048842615e-04 -4.8175723761426781e-01 +1.1054113718065784e+09 
+5.6900000000000006e+01 +4.8894505033704623e-04 -4.7898885106816413e-01 +1.1211718799273443e+09 
+5.7000000000000000e+01 +4.8622845907195277e-04 -4.7623729847510349e-01 +1.1364577799931355e+09 
+5.7100000000000001e+01 +4.8352919236738673e-04 -4.7350283114627917e-01 +1.1512872709502831e+09 
+5.7200000000000003e+01 +4.8084710700693013e-04 -4.7078504799950810e-01 +1.1656467756520774e+09 
+5.7300000000000004e+01 +4.7818205005150668e-04 -4.6808338485438855e-01 +1.1795147729668298e+09 
+5.7400000000000006e+01 +4.7553386856203392e-04 -4.6539727753041471e-01 +1.1928697417331676e+09 
+5.7500000000000000e+01 +4.7290240959943589e-04 -4.6272616184720200e-01 +1.2056901608271072e+09 
+5.7600000000000001e+01 +4.7028752022463144e-04 -4.6006947362425121e-01 +1.2179545090860591e+09 
+5.7700000000000003e+01 +4.6768904749854164e-04 -4.5742664868112309e-01 +1.2296412653690081e+09 
+5.7800000000000004e+01 +4.6510683848208852e-04 -4.5479712283739265e-01 +1.2407289085386691e+09 
+5.7900000000000006e+01 +4.6254074023619097e-04 -4.5218033191257212e-01 +1.2511959174386168e+09 
+5.8000000000000000e+01 +4.5999059982177132e-04 -4.4957571172622640e-01 +1.2610207709254026e+09 
+5.8100000000000001e+01 +4.5745627779927357e-04 -4.4698287001721609e-01 +1.2701949518882549e+09 
+5.8200000000000003e+01 +4.5493768872723685e-04 -4.4440210220160098e-01 +1.2787619593220479e+09 
+5.8300000000000004e+01 +4.5243476066372541e-04 -4.4183387561477255e-01 +1.2867782962643096e+09 
+5.8400000000000006e+01 +4.4994742166680067e-04 -4.3927865759206114e-01 +1.2943004657279117e+09 
+5.8500000000000000e+01 +4.4747559979452803e-04 -4.3673691546889676e-01 +1.3013849707627091e+09 
+5.8600000000000001e+01 +4.4501922310496972e-04 -4.3420911658063616e-01 +1.3080883143924420e+09 
+5.8700000000000003e+01 +4.4257821965618870e-04 -4.3169572826263752e-01 +1.3144669996410122e+09 
+5.8800000000000004e+01 +4.4015251750624838e-04 -4.2919721785027848e-01 +1.3205775295385666e+09 
+5.8900000000000006e+01 +4.3774204471321167e-04 -4.2671405267894164e-01 +1.3264764071206861e+09 
+5.9000000000000000e+01 +4.3534672933514206e-04 -4.2424670008398530e-01 +1.3322201354082723e+09 
+5.9100000000000001e+01 +4.3296648896247447e-04 -4.2179545733389306e-01 +1.3378493741894453e+09 
+5.9200000000000003e+01 +4.3060119931512893e-04 -4.1935994142946459e-01 +1.3433414102420478e+09 
+5.9300000000000004e+01 +4.2825072564539590e-04 -4.1693959930456870e-01 +1.3486576870859988e+09 
+5.9400000000000006e+01 +4.2591493320556767e-04 -4.1453387789310447e-01 +1.3537596482515187e+09 
+5.9500000000000000e+01 +4.2359368724793645e-04 -4.1214222412898854e-01 +1.3586087372747474e+09 
+5.9600000000000001e+01 +4.2128685302479261e-04 -4.0976408494607558e-01 +1.3631663976719546e+09 
+5.9700000000000003e+01 +4.1899429578842799e-04 -4.0739890727828859e-01 +1.3673940729830120e+09 
+5.9800000000000004e+01 +4.1671588079113454e-04 -4.0504613805950274e-01 +1.3712532067284064e+09 
+5.9900000000000006e+01 +4.1445147328520300e-04 -4.0270522422359889e-01 +1.3747052424339781e+09 
+6.0000000000000000e+01 +4.1220093852292641e-04 -4.0037561270450761e-01 +1.3777116236407337e+09 
+6.0100000000000001e+01 +4.0996415437625930e-04 -3.9805691056275455e-01 +1.3802491179170806e+09 
+6.0200000000000003e+01 +4.0774104919582042e-04 -3.9574936536570016e-01 +1.3823557890939925e+09 
+6.0300000000000004e+01 +4.0553156395189261e-04 -3.9345338480734093e-01 +1.3840850250416033e+09 
+6.0400000000000006e+01 +4.0333563961475851e-04 -3.9116937658170503e-01 +1.3854902136420510e+09 
+6.0500000000000000e+01 +4.0115321715470076e-04 -3.8889774838278612e-01 +1.3866247427666051e+09 
+6.0600000000000001e+01 +3.9898423754200285e-04 -3.8663890790462363e-01 +1.3875420002997558e+09 
+6.0700000000000003e+01 +3.9682864174694611e-04 -3.8439326284119552e-01 +1.3882953741070144e+09 
+6.0800000000000004e+01 +3.9468637073981514e-04 -3.8216122088655552e-01 +1.3889382520798454e+09 
+6.0900000000000006e+01 +3.9255736549089122e-04 -3.7994318973468316e-01 +1.3895240220825441e+09 
+6.1000000000000000e+01 +3.9044156697045805e-04 -3.7773957707960604e-01 +1.3901060719971666e+09 
+6.1100000000000001e+01 +3.8833890638241835e-04 -3.7555063937731792e-01 +1.3907220612149689e+09 
+6.1200000000000003e+01 +3.8624927586516483e-04 -3.7337602813198773e-01 +1.3913467352653818e+09 
+6.1300000000000004e+01 +3.8417255779070832e-04 -3.7121524360967673e-01 +1.3919391111588931e+09 
+6.1400000000000006e+01 +3.8210863453105957e-04 -3.6906778607648960e-01 +1.3924582059262652e+09 
+6.1500000000000000e+01 +3.8005738845823205e-04 -3.6693315579856400e-01 +1.3928630366038580e+09 
+6.1600000000000001e+01 +3.7801870194423742e-04 -3.6481085304201571e-01 +1.3931126202247050e+09 
+6.1700000000000003e+01 +3.7599245736108668e-04 -3.6270037807293509e-01 +1.3931659738114591e+09 
+6.1800000000000004e+01 +3.7397853708079207e-04 -3.6060123115743975e-01 +1.3929821143957758e+09 
+6.1900000000000006e+01 +3.7197682347536509e-04 -3.5851291256163886e-01 +1.3925200590074446e+09 
+6.2000000000000000e+01 +3.6998719891681895e-04 -3.5643492255166587e-01 +1.3917388246819329e+09 
+6.2100000000000001e+01 +3.6800955723925228e-04 -3.5436690313628738e-01 +1.3906122274028299e+09 
+6.2200000000000003e+01 +3.6604383812512451e-04 -3.5230906329516465e-01 +1.3891732790446725e+09 
+6.2300000000000004e+01 +3.6408999271898070e-04 -3.5026175375057250e-01 +1.3874697904224966e+09 
+6.2400000000000006e+01 +3.6214797216536671e-04 -3.4822532522481076e-01 +1.3855495723571773e+09 
+6.2500000000000000e+01 +3.6021772760882966e-04 -3.4620012844020381e-01 +1.3834604356797273e+09 
+6.2600000000000001e+01 +3.5829921019391600e-04 -3.4418651411906742e-01 +1.3812501912162127e+09 
+6.2700000000000003e+01 +3.5639237106517097e-04 -3.4218483298368241e-01 +1.3789666497833719e+09 
+6.2800000000000004e+01 +3.5449716136714204e-04 -3.4019543575639277e-01 +1.3766576222178953e+09 
+6.2900000000000006e+01 +3.5261353224437341e-04 -3.3821867315944282e-01 +1.3743709193224909e+09 
+6.3000000000000000e+01 +3.5074143484141359e-04 -3.3625489591520369e-01 +1.3721543519433377e+09 
+6.3100000000000001e+01 +3.4888081130532358e-04 -3.3430432238196794e-01 +1.3700412076450517e+09 
+6.3200000000000003e+01 +3.4703156779323043e-04 -3.3236664146218137e-01 +1.3680066810252004e+09 
+6.3300000000000004e+01 +3.4519360146477565e-04 -3.3044140969425673e-01 +1.3660114434157646e+09 
+6.3400000000000006e+01 +3.4336680947960304e-04 -3.2852818361667707e-01 +1.3640161661715157e+09 
+6.3500000000000000e+01 +3.4155108899735468e-04 -3.2662651976786722e-01 +1.3619815206277599e+09 
+6.3600000000000001e+01 +3.3974633717767286e-04 -3.2473597468627780e-01 +1.3598681781292119e+09 
+6.3700000000000003e+01 +3.3795245118020066e-04 -3.2285610491036942e-01 +1.3576368100240731e+09 
+6.3800000000000004e+01 +3.3616932816457991e-04 -3.2098646697855726e-01 +1.3552480876431086e+09 
+6.3900000000000006e+01 +3.3439686529045299e-04 -3.1912661742929704e-01 +1.3526626823346009e+09 
+6.4000000000000000e+01 +3.3263495971746403e-04 -3.1727611280106804e-01 +1.3498412654509695e+09 
+6.4100000000000009e+01 +3.3088351898576032e-04 -3.1543463384999521e-01 +1.3467580644611187e+09 
+6.4200000000000003e+01 +3.2914249215751736e-04 -3.1360235820313959e-01 +1.3434415314198065e+09 
+6.4299999999999997e+01 +3.2741183867541633e-04 -3.1177958770526154e-01 +1.3399336745112929e+09 
+6.4400000000000006e+01 +3.2569151798213832e-04 -3.0996662420113713e-01 +1.3362765019281106e+09 
+6.4500000000000000e+01 +3.2398148952036553e-04 -3.0816376953552455e-01 +1.3325120218528171e+09 
+6.4600000000000009e+01 +3.2228171273277812e-04 -3.0637132555318886e-01 +1.3286822424757140e+09 
+6.4700000000000003e+01 +3.2059214706205819e-04 -3.0458959409889158e-01 +1.3248291719822383e+09 
+6.4799999999999997e+01 +3.1891275195088619e-04 -3.0281887701739213e-01 +1.3209948185580690e+09 
+6.4900000000000006e+01 +3.1724348684194408e-04 -3.0105947615346762e-01 +1.3172211903943601e+09 
+6.5000000000000000e+01 +3.1558431117791231e-04 -2.9931169335186464e-01 +1.3135502956748855e+09 
+6.5100000000000009e+01 +3.1393517614275907e-04 -2.9757571506626335e-01 +1.3100111116570396e+09 
+6.5200000000000003e+01 +3.1229599988558999e-04 -2.9585126618573632e-01 +1.3065804918040154e+09 
+6.5299999999999997e+01 +3.1066669229679722e-04 -2.9413795620828415e-01 +1.3032222586579392e+09 
+6.5400000000000006e+01 +3.0904716326677229e-04 -2.9243539463187412e-01 +1.2999002347448380e+09 
+6.5500000000000000e+01 +3.0743732268590792e-04 -2.9074319095450157e-01 +1.2965782426042833e+09 
+6.5600000000000009e+01 +3.0583708044459634e-04 -2.8906095467416759e-01 +1.2932201047755222e+09 
+6.5700000000000003e+01 +3.0424634643322910e-04 -2.8738829528883597e-01 +1.2897896437866502e+09 
+6.5799999999999997e+01 +3.0266503054219814e-04 -2.8572482229649282e-01 +1.2862506821727374e+09 
+6.5900000000000006e+01 +3.0109304266189615e-04 -2.8407014519513940e-01 +1.2825670424725442e+09 
+6.6000000000000000e+01 +2.9953029268271449e-04 -2.8242387348274195e-01 +1.2787025472159503e+09 
+6.6100000000000009e+01 +2.9797669988777201e-04 -2.8078572512600075e-01 +1.2746331798226480e+09 
+6.6200000000000003e+01 +2.9643222113109603e-04 -2.7915585196647535e-01 +1.2703835672522390e+09 
+6.6299999999999997e+01 +2.9489682265943998e-04 -2.7753451431442422e-01 +1.2659904973452566e+09 
+6.6400000000000006e+01 +2.9337047071955751e-04 -2.7592197248012357e-01 +1.2614907579477084e+09 
+6.6500000000000000e+01 +2.9185313155820147e-04 -2.7431848677381393e-01 +1.2569211368951807e+09 
+6.6600000000000009e+01 +2.9034477142212599e-04 -2.7272431750577092e-01 +1.2523184220315728e+09 
+6.6700000000000003e+01 +2.8884535655808517e-04 -2.7113972498626460e-01 +1.2477194012017167e+09 
+6.6799999999999997e+01 +2.8735485321283190e-04 -2.6956496952555264e-01 +1.2431608622470782e+09 
+6.6900000000000006e+01 +2.8587322763312005e-04 -2.6800031143390085e-01 +1.2386795930079880e+09 
+6.7000000000000000e+01 +2.8440044606570361e-04 -2.6644601102158016e-01 +1.2343123813304133e+09 
+6.7100000000000009e+01 +2.8293646719738491e-04 -2.6490222812340297e-01 +1.2300844553730559e+09 
+6.7200000000000003e+01 +2.8148121947516605e-04 -2.6336872067244499e-01 +1.2259748045887811e+09 
+6.7299999999999997e+01 +2.8003462378609718e-04 -2.6184514612631649e-01 +1.2219508587429047e+09 
+6.7400000000000006e+01 +2.7859660101723017e-04 -2.6033116194267825e-01 +1.2179800476189909e+09 
+6.7500000000000000e+01 +2.7716707205561591e-04 -2.5882642557915103e-01 +1.2140298009849911e+09 
+6.7600000000000009e+01 +2.7574595778830546e-04 -2.5733059449337115e-01 +1.2100675486157508e+09 
+6.7700000000000003e+01 +2.7433317910234963e-04 -2.5584332614295752e-01 +1.2060607202795868e+09 
+6.7799999999999997e+01 +2.7292865688479908e-04 -2.5436427798553118e-01 +1.2019767457445722e+09 
+6.7900000000000006e+01 +2.7153231202270536e-04 -2.5289310747874660e-01 +1.1977830547924461e+09 
+6.8000000000000000e+01 +2.7014406540311971e-04 -2.5142947208023197e-01 +1.1934470771941614e+09 
+6.8100000000000009e+01 +2.6876384640493436e-04 -2.4997312378928552e-01 +1.1889470205501432e+09 
+6.8200000000000003e+01 +2.6739161837441208e-04 -2.4852419277198468e-01 +1.1843042038096104e+09 
+6.8299999999999997e+01 +2.6602735314965726e-04 -2.4708290373608668e-01 +1.1795507237529171e+09 
+6.8400000000000006e+01 +2.6467102256877342e-04 -2.4564948138933104e-01 +1.1747186771549432e+09 
+6.8500000000000000e+01 +2.6332259846986570e-04 -2.4422415043947818e-01 +1.1698401607969759e+09 
+6.8600000000000009e+01 +2.6198205269103823e-04 -2.4280713559429282e-01 +1.1649472714641948e+09 
+6.8700000000000003e+01 +2.6064935707039436e-04 -2.4139866156149234e-01 +1.1600721059220722e+09 
+6.8799999999999997e+01 +2.5932448344603929e-04 -2.3999895304885890e-01 +1.1552467609617486e+09 
+6.8900000000000006e+01 +2.5800740365607719e-04 -2.3860823476414444e-01 +1.1505033333609836e+09 
+6.9000000000000000e+01 +2.5669808953861201e-04 -2.3722673141508685e-01 +1.1458739198945756e+09 
+6.9100000000000009e+01 +2.5539650602925682e-04 -2.3585458029670592e-01 +1.1413804572077630e+09 
+6.9200000000000003e+01 +2.5410259045365681e-04 -2.3449156905299182e-01 +1.1370042413806643e+09 
+6.9299999999999997e+01 +2.5281627323496655e-04 -2.3313739791520890e-01 +1.1327164083595803e+09 
+6.9400000000000006e+01 +2.5153748479633949e-04 -2.3179176711461014e-01 +1.1284880940890670e+09 
+6.9500000000000000e+01 +2.5026615556093075e-04 -2.3045437688246195e-01 +1.1242904345161145e+09 
+6.9600000000000009e+01 +2.4900221595189332e-04 -2.2912492745000676e-01 +1.1200945655826027e+09 
+6.9700000000000003e+01 +2.4774559639238216e-04 -2.2780311904851311e-01 +1.1158716232363327e+09 
+6.9799999999999997e+01 +2.4649622730555119e-04 -2.2648865190923465e-01 +1.1115927434208875e+09 
+6.9900000000000006e+01 +2.4525403911455359e-04 -2.2518122626341591e-01 +1.1072290620788774e+09 
+7.0000000000000000e+01 +2.4401896224254452e-04 -2.2388054234232818e-01 +1.1027517151593604e+09 
+7.0100000000000009e+01 +2.4279093478269249e-04 -2.2258638265945341e-01 +1.0981412849528809e+09 
+7.0200000000000003e+01 +2.4156992550822620e-04 -2.2129885885719275e-01 +1.0934161391368573e+09 
+7.0299999999999997e+01 +2.4035591086238753e-04 -2.2001816486015177e-01 +1.0886040917309246e+09 
+7.0400000000000006e+01 +2.3914886728841985e-04 -2.1874449459296194e-01 +1.0837329567582049e+09 
+7.0500000000000000e+01 +2.3794877122956644e-04 -2.1747804198025353e-01 +1.0788305482465248e+09 
+7.0600000000000009e+01 +2.3675559912906966e-04 -2.1621900094663762e-01 +1.0739246802132483e+09 
+7.0700000000000003e+01 +2.3556932743017266e-04 -2.1496756541674242e-01 +1.0690431666845391e+09 
+7.0799999999999997e+01 +2.3438993257611878e-04 -2.1372392931520026e-01 +1.0642138216855475e+09 
+7.0900000000000006e+01 +2.3321739101014990e-04 -2.1248828656660670e-01 +1.0594644592298255e+09 
+7.1000000000000000e+01 +2.3205167917551018e-04 -2.1126083109561727e-01 +1.0548228933520933e+09 
+7.1100000000000009e+01 +2.3089276722862098e-04 -2.1004168086053510e-01 +1.0503080985449418e+09 
+7.1200000000000003e+01 +2.2974060017862271e-04 -2.0883064995448539e-01 +1.0459036912141961e+09 
+7.1299999999999997e+01 +2.2859511674783487e-04 -2.0762747650429272e-01 +1.0415844482407866e+09 
+7.1400000000000006e+01 +2.2745625565857597e-04 -2.0643189863676523e-01 +1.0373251465023181e+09 
+7.1500000000000000e+01 +2.2632395563316625e-04 -2.0524365447873077e-01 +1.0331005628800458e+09 
+7.1600000000000009e+01 +2.2519815539392445e-04 -2.0406248215700548e-01 +1.0288854742544940e+09 
+7.1700000000000003e+01 +2.2407879366316980e-04 -2.0288811979840304e-01 +1.0246546575028623e+09 
+7.1799999999999997e+01 +2.2296580916322185e-04 -2.0172030552974721e-01 +1.0203828895075006e+09 
+7.1900000000000006e+01 +2.2185914061639985e-04 -2.0055877747786030e-01 +1.0160449471485685e+09 
+7.2000000000000000e+01 +2.2075872674502293e-04 -1.9940327376955311e-01 +1.0116156073039954e+09 
+7.2100000000000009e+01 +2.1966451319227316e-04 -1.9825360405621545e-01 +1.0070778498283076e+09 
+7.2200000000000003e+01 +2.1857647328478070e-04 -1.9710986408742717e-01 +1.0024474664454359e+09 
+7.2299999999999997e+01 +2.1749458727003820e-04 -1.9597222113733798e-01 +9.9774845185489368e+08 
+7.2400000000000006e+01 +2.1641883539553770e-04 -1.9484084248007730e-01 +9.9300480074698925e+08 
+7.2500000000000000e+01 +2.1534919790877250e-04 -1.9371589538980583e-01 +9.8824050782646739e+08 
+7.2600000000000009e+01 +2.1428565505723460e-04 -1.9259754714065597e-01 +9.8347956778448820e+08 
+7.2700000000000003e+01 +2.1322818708841752e-04 -1.9148596500679071e-01 +9.7874597532449853e+08 
+7.2799999999999997e+01 +2.1217677424981325e-04 -1.9038131626234561e-01 +9.7406372514155149e+08 
+7.2900000000000006e+01 +2.1113139678891426e-04 -1.8928376818145995e-01 +9.6945681193045664e+08 
+7.3000000000000000e+01 +2.1009203495321377e-04 -1.8819348803828703e-01 +9.6494923039024079e+08 
+7.3100000000000009e+01 +2.0905866327597270e-04 -1.8711057711276424e-01 +9.6055730778504872e+08 
+7.3200000000000003e+01 +2.0803123343352906e-04 -1.8603487270802307e-01 +9.5626670164764667e+08 
+7.3299999999999997e+01 +2.0700969138798817e-04 -1.8496614613298221e-01 +9.5205540207891941e+08 
+7.3400000000000006e+01 +2.0599398310145657e-04 -1.8390416869657061e-01 +9.4790139917889988e+08 
+7.3500000000000000e+01 +2.0498405453604068e-04 -1.8284871170771336e-01 +9.4378268304932451e+08 
+7.3600000000000009e+01 +2.0397985165384604e-04 -1.8179954647532517e-01 +9.3967724378645515e+08 
+7.3700000000000003e+01 +2.0298132041697930e-04 -1.8075644430834284e-01 +9.3556307149588060e+08 
+7.3799999999999997e+01 +2.0198840678754685e-04 -1.7971917651569272e-01 +9.3141815627759326e+08 
+7.3900000000000006e+01 +2.0100105672765401e-04 -1.7868751440628264e-01 +9.2722048822720635e+08 
+7.4000000000000000e+01 +2.0001921619940759e-04 -1.7766122928904590e-01 +9.2294805744775367e+08 
+7.4100000000000009e+01 +1.9904283740521255e-04 -1.7664015466369312e-01 +9.1858600026564384e+08 
+7.4200000000000003e+01 +1.9807189750867214e-04 -1.7562437279310331e-01 +9.1414803791801882e+08 
+7.4299999999999997e+01 +1.9710637991368681e-04 -1.7461402813091004e-01 +9.0965503785939336e+08 
+7.4400000000000006e+01 +1.9614626802415874e-04 -1.7360926513078034e-01 +9.0512786755210865e+08 
+7.4500000000000000e+01 +1.9519154524398936e-04 -1.7261022824635736e-01 +9.0058739445343697e+08 
+7.4600000000000009e+01 +1.9424219497708050e-04 -1.7161706193131049e-01 +8.9605448602872062e+08 
+7.4700000000000003e+01 +1.9329820062733341e-04 -1.7062991063927560e-01 +8.9155000973048723e+08 
+7.4799999999999997e+01 +1.9235954559865002e-04 -1.6964891882392286e-01 +8.8709483302533603e+08 
+7.4900000000000006e+01 +1.9142621329493108e-04 -1.6867423093888348e-01 +8.8270982336482155e+08 
+7.5000000000000000e+01 +1.9049818712007978e-04 -1.6770599143784826e-01 +8.7841584822057140e+08 
+7.5100000000000009e+01 +1.8957544529264617e-04 -1.6674428740088670e-01 +8.7422708107151330e+08 
+7.5200000000000003e+01 +1.8865794528978320e-04 -1.6578897641394416e-01 +8.7013091954065800e+08 
+7.5299999999999997e+01 +1.8774563940329278e-04 -1.6483985868939291e-01 +8.6610806727323973e+08 
+7.5400000000000006e+01 +1.8683847992497722e-04 -1.6389673443961586e-01 +8.6213922791777682e+08 
+7.5500000000000000e+01 +1.8593641914663904e-04 -1.6295940387699262e-01 +8.5820510512181497e+08 
+7.5600000000000009e+01 +1.8503940936007995e-04 -1.6202766721389647e-01 +8.5428640253135848e+08 
+7.5700000000000003e+01 +1.8414740285710229e-04 -1.6110132466270757e-01 +8.5036382379395270e+08 
+7.5799999999999997e+01 +1.8326035192950830e-04 -1.6018017643580582e-01 +8.4641807255783260e+08 
+7.5900000000000006e+01 +1.8237820886910012e-04 -1.5926402274556936e-01 +8.4242985246957028e+08 
+7.6000000000000000e+01 +1.8150092596768008e-04 -1.5835266380437726e-01 +8.3837986717733955e+08 
+7.6100000000000009e+01 +1.8062846113955417e-04 -1.5744595390802452e-01 +8.3425506185472107e+08 
+7.6200000000000003e+01 +1.7976079478904396e-04 -1.5654396368594406e-01 +8.3006734777383924e+08 
+7.6299999999999997e+01 +1.7889791294297517e-04 -1.5564681785100243e-01 +8.2583487773913896e+08 
+7.6400000000000006e+01 +1.7803980162817251e-04 -1.5475464111603010e-01 +8.2157580454263628e+08 
+7.6500000000000000e+01 +1.7718644687146238e-04 -1.5386755819390455e-01 +8.1730828099252713e+08 
+7.6600000000000009e+01 +1.7633783469966961e-04 -1.5298569379746549e-01 +8.1305045988405132e+08 
+7.6700000000000003e+01 +1.7549395113961963e-04 -1.5210917263956472e-01 +8.0882049401731479e+08 
+7.6800000000000011e+01 +1.7465478221813805e-04 -1.5123811943305968e-01 +8.0463653619303179e+08 
+7.6900000000000006e+01 +1.7382031396205046e-04 -1.5037265889080317e-01 +8.0051673921118665e+08 
+7.7000000000000000e+01 +1.7299053239818238e-04 -1.4951291572565534e-01 +7.9647925587377095e+08 
+7.7100000000000009e+01 +1.7216541885588604e-04 -1.4865896480544280e-01 +7.9253641455782521e+08 
+7.7200000000000003e+01 +1.7134493587462311e-04 -1.4781068161794786e-01 +7.8867724596824217e+08 
+7.7300000000000011e+01 +1.7052904129638278e-04 -1.4696789180595254e-01 +7.8488495639483762e+08 
+7.7400000000000006e+01 +1.6971769296315398e-04 -1.4613042101222556e-01 +7.8114275212349379e+08 
+7.7500000000000000e+01 +1.6891084871692514e-04 -1.4529809487952797e-01 +7.7743383943818724e+08 
+7.7600000000000009e+01 +1.6810846639968540e-04 -1.4447073905063629e-01 +7.7374142462642229e+08 
+7.7700000000000003e+01 +1.6731050385342371e-04 -1.4364817916832448e-01 +7.7004871397683871e+08 
+7.7800000000000011e+01 +1.6651691892012873e-04 -1.4283024087535517e-01 +7.6633891377241957e+08 
+7.7900000000000006e+01 +1.6572766944178953e-04 -1.4201674981450413e-01 +7.6259523030176413e+08 
+7.8000000000000000e+01 +1.6494271326039479e-04 -1.4120753162853300e-01 +7.5880086984795666e+08 
+7.8100000000000009e+01 +1.6416201327938630e-04 -1.4040245894743456e-01 +7.5494446060028493e+08 
+7.8200000000000003e+01 +1.6338555264801716e-04 -1.3960159235002650e-01 +7.5103631833363736e+08 
+7.8300000000000011e+01 +1.6261331957699457e-04 -1.3880503940238234e-01 +7.4709218073638499e+08 
+7.8400000000000006e+01 +1.6184530227702373e-04 -1.3801290767051683e-01 +7.4312778547812355e+08 
+7.8500000000000000e+01 +1.6108148895881217e-04 -1.3722530472050792e-01 +7.3915887024817693e+08 
+7.8600000000000009e+01 +1.6032186783306501e-04 -1.3644233811837084e-01 +7.3520117271545124e+08 
+7.8700000000000003e+01 +1.5956642711048973e-04 -1.3566411543018431e-01 +7.3127043057113600e+08 
+7.8800000000000011e+01 +1.5881515500179103e-04 -1.3489074422195321e-01 +7.2738238148071074e+08 
+7.8900000000000006e+01 +1.5806803971767691e-04 -1.3412233205976004e-01 +7.2355276313504040e+08 
+7.9000000000000000e+01 +1.5732506946885324e-04 -1.3335898650964934e-01 +7.1979731321377742e+08 
+7.9100000000000009e+01 +1.5658622821638208e-04 -1.3260077184007427e-01 +7.1612669828088415e+08 
+7.9200000000000003e+01 +1.5585148292275277e-04 -1.3184757912926126e-01 +7.1253130048969150e+08 
+7.9300000000000011e+01 +1.5512079630081022e-04 -1.3109925615784218e-01 +7.0899643087721181e+08 
+7.9400000000000006e+01 +1.5439413106340018e-04 -1.3035565070646904e-01 +7.0550740048800004e+08 
+7.9500000000000000e+01 +1.5367144992336731e-04 -1.2961661055576984e-01 +7.0204952035815609e+08 
+7.9600000000000009e+01 +1.5295271559355705e-04 -1.2888198348639032e-01 +6.9860810152951813e+08 
+7.9700000000000003e+01 +1.5223789078681429e-04 -1.2815161727896476e-01 +6.9516845504088247e+08 
+7.9800000000000011e+01 +1.5152693821598491e-04 -1.2742535971414712e-01 +6.9171589193652046e+08 
+7.9900000000000006e+01 +1.5081982059391374e-04 -1.2670305857256725e-01 +6.8823572325372827e+08 
+8.0000000000000000e+01 +1.5011650063344591e-04 -1.2598456163486518e-01 +6.8471326003221476e+08 
+8.0100000000000009e+01 +1.4941694560131213e-04 -1.2526975752689151e-01 +6.8113855329265392e+08 
+8.0200000000000003e+01 +1.4872114097978645e-04 -1.2455869825536035e-01 +6.7752061398251903e+08 
+8.0300000000000011e+01 +1.4802907680502798e-04 -1.2385147667218130e-01 +6.7387319302355707e+08 
+8.0400000000000006e+01 +1.4734074311319517e-04 -1.2314818562925214e-01 +6.7021004133522403e+08 
+8.0500000000000000e+01 +1.4665612994044775e-04 -1.2244891797850545e-01 +6.6654490984758008e+08 
+8.0600000000000009e+01 +1.4597522732294477e-04 -1.2175376657184930e-01 +6.6289154948198700e+08 
+8.0700000000000003e+01 +1.4529802529684538e-04 -1.2106282426119842e-01 +6.5926371116327381e+08 
+8.0800000000000011e+01 +1.4462451389830853e-04 -1.2037618389846345e-01 +6.5567514581432307e+08 
+8.0900000000000006e+01 +1.4395468316349397e-04 -1.1969393833556988e-01 +6.5213960436239684e+08 
+8.1000000000000000e+01 +1.4328852312855991e-04 -1.1901618042441110e-01 +6.4867083772547090e+08 
+8.1100000000000009e+01 +1.4262601998961120e-04 -1.1834296540526622e-01 +6.4527816440630412e+08 
+8.1200000000000003e+01 +1.4196714458253031e-04 -1.1767419807174592e-01 +6.4195317318729818e+08 
+8.1300000000000011e+01 +1.4131186390314572e-04 -1.1700974560582990e-01 +6.3868302042884541e+08 
+8.1400000000000006e+01 +1.4066014494728505e-04 -1.1634947518948217e-01 +6.3545486248904693e+08 
+8.1500000000000000e+01 +1.4001195471077680e-04 -1.1569325400468219e-01 +6.3225585572847772e+08 
+8.1600000000000009e+01 +1.3936726018944813e-04 -1.1504094923338928e-01 +6.2907315650448859e+08 
+8.1700000000000003e+01 +1.3872602837912759e-04 -1.1439242805758222e-01 +6.2589392117735016e+08 
+8.1800000000000011e+01 +1.3808822627564270e-04 -1.1374755765922102e-01 +6.2270530610321748e+08 
+8.1900000000000006e+01 +1.3745382087482184e-04 -1.1310620522028321e-01 +6.1949446764296913e+08 
+8.2000000000000000e+01 +1.3682277917249279e-04 -1.1246823792273704e-01 +6.1624856215519309e+08 
+8.2100000000000009e+01 +1.3619507225868041e-04 -1.1183355841623352e-01 +6.1295887273027062e+08 
+8.2200000000000003e+01 +1.3557068760019635e-04 -1.1120221122111403e-01 +6.0963318937322617e+08 
+8.2300000000000011e+01 +1.3494961675804924e-04 -1.1057427632540208e-01 +6.0628342882059407e+08 
+8.2400000000000006e+01 +1.3433185129324796e-04 -1.0994983371712938e-01 +6.0292150781253779e+08 
+8.2500000000000000e+01 +1.3371738276680059e-04 -1.0932896338430702e-01 +5.9955934308145523e+08 
+8.2600000000000009e+01 +1.3310620273971607e-04 -1.0871174531496543e-01 +5.9620885136659753e+08 
