# multipoles
# s[mm] polynom_a[n=1][T/m^n] polynom_a[n=5][T/m^n] polynom_a[n=9][T/m^n] polynom_a[n=13][T/m^n] 
+6.0200000000000003e+01 +5.1236204540640713e-02 -8.6701584378731716e+05 +4.5099066435885641e+13 -1.0086426791358899e+21 
+6.0300000000000004e+01 +5.0829595830848520e-02 -8.5807107493474032e+05 +4.4628395771501523e+13 -9.9808912770964219e+20 
+6.0400000000000006e+01 +5.0426689007073193e-02 -8.4922631359180307e+05 +4.4162893342039680e+13 -9.8765134369640350e+20 
+6.0500000000000000e+01 +5.0027448102710391e-02 -8.4048108485332830e+05 +4.3702568741002758e+13 -9.7732983911400027e+20 
+6.0600000000000001e+01 +4.9631837151156696e-02 -8.3183491381506238e+05 +4.3247431562016070e+13 -9.6712512598423765e+20 
+6.0700000000000003e+01 +4.9239820185807616e-02 -8.2328732557184133e+05 +4.2797491398589312e+13 -9.5703771632526518e+20 
+6.0800000000000004e+01 +4.8851361240060627e-02 -8.1483784521971329e+05 +4.2352757844372555e+13 -9.4706812215946261e+20 
+6.0900000000000006e+01 +4.8466424347310202e-02 -8.0648599785297585e+05 +4.1913240492816570e+13 -9.3721685550324528e+20 
+6.1000000000000000e+01 +4.8084973540953181e-02 -7.9823130856734549e+05 +4.1478948937536773e+13 -9.2748442837801776e+20 
+6.1100000000000001e+01 +4.7706972864806213e-02 -7.9007316339562426e+05 +4.1049881276429188e+13 -9.1787104213072924e+20 
+6.1200000000000003e+01 +4.7332386404367134e-02 -7.8201039212030382e+05 +4.0625989624692836e+13 -9.0837565541644213e+20 
+6.1300000000000004e+01 +4.6961178255556173e-02 -7.7404168546242942e+05 +4.0207214601974812e+13 -8.9899691622078231e+20 
+6.1400000000000006e+01 +4.6593312514292773e-02 -7.6616573414271092e+05 +3.9793496827888734e+13 -8.8973347252846422e+20 
+6.1500000000000000e+01 +4.6228753276495310e-02 -7.5838122888109612e+05 +3.9384776921958203e+13 -8.8058397232144869e+20 
+6.1600000000000001e+01 +4.5867464638084020e-02 -7.5068686039871071e+05 +3.8980995503839930e+13 -8.7154706358565510e+20 
+6.1700000000000003e+01 +4.5509410694976916e-02 -7.4308131941536348e+05 +3.8582093193044023e+13 -8.6262139430268371e+20 
+6.1800000000000004e+01 +4.5154555543095234e-02 -7.3556329665275256e+05 +3.8188010609295578e+13 -8.5380561246056677e+20 
+6.1900000000000006e+01 +4.4802863278355982e-02 -7.2813148283006181e+05 +3.7798688372029500e+13 -8.4509836603857358e+20 
+6.2000000000000000e+01 +4.4454297996680325e-02 -7.2078456866896863e+05 +3.7414067100969898e+13 -8.3649830302473060e+20 
+6.2100000000000001e+01 +4.4108825269313798e-02 -7.1352130925795413e+05 +3.7034086118056031e+13 -8.2800404456776086e+20 
+6.2200000000000003e+01 +4.3766416568810543e-02 -7.0634071715961269e+05 +3.6658679554905031e+13 -8.1961410448421998e+20 
+6.2300000000000004e+01 +4.3427044843052418e-02 -6.9924186930524698e+05 +3.6287780245566141e+13 -8.1132696975785748e+20 
+6.2400000000000006e+01 +4.3090683039919218e-02 -6.9222384262501949e+05 +3.5921321023961633e+13 -8.0314112736867307e+20 
+6.2500000000000000e+01 +4.2757304107294156e-02 -6.8528571405107609e+05 +3.5559234724239117e+13 -7.9505506430340550e+20 
+6.2600000000000001e+01 +4.2426880993057324e-02 -6.7842656051380746e+05 +3.5201454180348047e+13 -7.8706726754288678e+20 
+6.2700000000000003e+01 +4.2099386645090442e-02 -6.7164545894446329e+05 +3.4847912226333629e+13 -7.7917622407078334e+20 
+6.2800000000000004e+01 +4.1774794011274576e-02 -6.6494148627391201e+05 +3.4498541696196461e+13 -7.7138042086940213e+20 
+6.2900000000000006e+01 +4.1453076039490888e-02 -6.5831371943312674e+05 +3.4153275423951453e+13 -7.6367834492152539e+20 
+6.3000000000000000e+01 +4.1134205677620578e-02 -6.5176123535308905e+05 +3.3812046243614762e+13 -7.5606848320997124e+20 
+6.3100000000000001e+01 +4.0818155735217382e-02 -6.4528299962542765e+05 +3.3474771835795680e+13 -7.4854873908384642e+20 
+6.3200000000000003e+01 +4.0504898468527284e-02 -6.3887753248567716e+05 +3.3141309267640098e+13 -7.4111468136257028e+20 
+6.3300000000000004e+01 +4.0194405995467204e-02 -6.3254324282909220e+05 +3.2811500452785082e+13 -7.3376129522885381e+20 
+6.3400000000000006e+01 +3.9886650433954819e-02 -6.2627853955135075e+05 +3.2485187304912770e+13 -7.2648356586670024e+20 
+6.3500000000000000e+01 +3.9581603901906771e-02 -6.2008183154747228e+05 +3.2162211737629223e+13 -7.1927647845781956e+20 
+6.3600000000000001e+01 +3.9279238517241272e-02 -6.1395152771353920e+05 +3.1842415664667305e+13 -7.1213501818781853e+20 
+6.3700000000000003e+01 +3.8979526397876489e-02 -6.0788603694548353e+05 +3.1525640999738387e+13 -7.0505417024158853e+20 
+6.3800000000000004e+01 +3.8682439661729788e-02 -6.0188376813885767e+05 +3.1211729656513953e+13 -6.9802891980288111e+20 
+6.3900000000000006e+01 +3.8387950426717138e-02 -5.9594313018825254e+05 +3.0900523548547914e+13 -6.9105425205177470e+20 
+6.4000000000000000e+01 +3.8096030810758984e-02 -5.9006253199106792e+05 +3.0591864589726031e+13 -6.8412515217851849e+20 
+6.4100000000000009e+01 +3.7806653569375098e-02 -5.8424074532412877e+05 +3.0285653206692133e+13 -6.7723867337576690e+20 
+6.4200000000000003e+01 +3.7519794008511458e-02 -5.7847799349933269e+05 +2.9982023879138508e+13 -6.7040014090692146e+20 
+6.4299999999999997e+01 +3.7235428071714864e-02 -5.7277486270901188e+05 +2.9681169599636047e+13 -6.6361694804150977e+20 
+6.4400000000000006e+01 +3.6953531702535104e-02 -5.6713193914730346e+05 +2.9383283360966934e+13 -6.5689648805549520e+20 
+6.4500000000000000e+01 +3.6674080844520673e-02 -5.6154980900750402e+05 +2.9088558155812758e+13 -6.5024615422173735e+20 
+6.4600000000000009e+01 +3.6397051441218964e-02 -5.5602905848234543e+05 +2.8797186976793234e+13 -6.4367333981128216e+20 
+6.4700000000000003e+01 +3.6122419436180518e-02 -5.5057027376627270e+05 +2.8509362816719840e+13 -6.3718543810087000e+20 
+6.4799999999999997e+01 +3.5850160772952444e-02 -5.4517404105185973e+05 +2.8225278668195184e+13 -6.3078984236105125e+20 
+6.4900000000000006e+01 +3.5580251395084098e-02 -5.3984094653295353e+05 +2.7945127523965812e+13 -6.2449394586668132e+20 
+6.5000000000000000e+01 +3.5312667246124405e-02 -5.3457157640311972e+05 +2.7669102376744191e+13 -6.1830514189153455e+20 
+6.5100000000000009e+01 +3.5047384779247369e-02 -5.2936614327249094e+05 +2.7397326463358316e+13 -6.1222828904458079e+20 
+6.5200000000000003e+01 +3.4784382486130021e-02 -5.2422336541886820e+05 +2.7129643997249152e+13 -6.0625810727981626e+20 
+6.5299999999999997e+01 +3.4523639368076203e-02 -5.1914158753769821e+05 +2.6865829436096648e+13 -6.0038678189010531e+20 
+6.5400000000000006e+01 +3.4265134426387581e-02 -5.1411915432298905e+05 +2.6605657237409211e+13 -5.9460649816305906e+20 
+6.5500000000000000e+01 +3.4008846662368468e-02 -5.0915441047049063e+05 +2.6348901858905266e+13 -5.8890944139276524e+20 
+6.5600000000000009e+01 +3.3754755077321522e-02 -5.0424570067477535e+05 +2.6095337758155484e+13 -5.8328779686865817e+20 
+6.5700000000000003e+01 +3.3502838672549072e-02 -4.9939136963046674e+05 +2.5844739392751422e+13 -5.7773374988105253e+20 
+6.5799999999999997e+01 +3.3253076449355330e-02 -4.9458976203306159e+05 +2.5596881220371547e+13 -5.7223948572265932e+20 
+6.5900000000000006e+01 +3.3005447409042564e-02 -4.8983922257705894e+05 +2.5351537698585543e+13 -5.6679718968299828e+20 
+6.6000000000000000e+01 +3.2759930552913624e-02 -4.8513809595727810e+05 +2.5108483285002828e+13 -5.6139904705284892e+20 
+6.6100000000000009e+01 +3.2516505193527986e-02 -4.8048495076053741e+05 +2.4867534970583512e+13 -5.5603884262930835e+20 
+6.6200000000000003e+01 +3.2275151888467912e-02 -4.7587925113954622e+05 +2.4628679879469453e+13 -5.5071675922843212e+20 
+6.6299999999999997e+01 +3.2035851506571428e-02 -4.7132068513865024e+05 +2.4391947669122055e+13 -5.4543457917183931e+20 
+6.6400000000000006e+01 +3.1798584916675643e-02 -4.6680894080157112e+05 +2.4157367996924934e+13 -5.4019408477870313e+20 
+6.6500000000000000e+01 +3.1563332987621130e-02 -4.6234370617407374e+05 +2.3924970520499656e+13 -5.3499705837541759e+20 
+6.6600000000000009e+01 +3.1330076588244597e-02 -4.5792466929969261e+05 +2.3694784897210379e+13 -5.2984528228059978e+20 
+6.6700000000000003e+01 +3.1098796587383876e-02 -4.5355151822261291e+05 +2.3466840784499262e+13 -5.2474053881527632e+20 
+6.6799999999999997e+01 +3.0869473853877973e-02 -4.4922394098763890e+05 +2.3241167839873383e+13 -5.1968461030232280e+20 
+6.6900000000000006e+01 +3.0642089256564344e-02 -4.4494162563878432e+05 +2.3017795720755180e+13 -5.1467927906217119e+20 
+6.7000000000000000e+01 +3.0416623664282071e-02 -4.4070426022089960e+05 +2.2796754084659172e+13 -5.0972632741795483e+20 
+6.7100000000000009e+01 +3.0193058227327350e-02 -4.3651148697721976e+05 +2.2578060704041180e+13 -5.0482704711632690e+20 
+6.7200000000000003e+01 +2.9971375221830153e-02 -4.3236276494690857e+05 +2.2361685811377820e+13 -4.9998076760537910e+20 
+6.7299999999999997e+01 +2.9751557205378733e-02 -4.2825750736826385e+05 +2.2147587754177664e+13 -4.9518632775953639e+20 
+6.7400000000000006e+01 +2.9533586735562244e-02 -4.2419512748002773e+05 +2.1935724879993883e+13 -4.9044256645444285e+20 
+6.7500000000000000e+01 +2.9317446369967772e-02 -4.2017503851967060e+05 +2.1726055536235676e+13 -4.8574832256145208e+20 
+6.7600000000000009e+01 +2.9103118666184601e-02 -4.1619665372605034e+05 +2.1518538070473012e+13 -4.8110243495678889e+20 
+6.7700000000000003e+01 +2.8890586181801101e-02 -4.1225938633745920e+05 +2.1313130830209434e+13 -4.7650374251463750e+20 
+6.7799999999999997e+01 +2.8679831474405771e-02 -4.0836264959223272e+05 +2.1109792162953762e+13 -4.7195108410936040e+20 
+6.7900000000000006e+01 +2.8470837101586335e-02 -4.0450585672829836e+05 +2.0908480416168090e+13 -4.6744329861390696e+20 
+6.8000000000000000e+01 +2.8263585620932591e-02 -4.0068842098475283e+05 +2.0709153937448031e+13 -4.6297922490523628e+20 
+6.8100000000000009e+01 +2.8058059908557025e-02 -3.9690984117897780e+05 +2.0511782315697934e+13 -4.5855804460556662e+20 
+6.8200000000000003e+01 +2.7854244114679905e-02 -3.9316995845136349e+05 +2.0316380106188414e+13 -4.5418031035219889e+20 
+6.8299999999999997e+01 +2.7652122708044402e-02 -3.8946869952063268e+05 +2.0122973105500992e+13 -4.4984691752769140e+20 
+6.8400000000000006e+01 +2.7451680157395554e-02 -3.8580599110677285e+05 +1.9931587110369297e+13 -4.4555876151930867e+20 
+6.8500000000000000e+01 +2.7252900931477916e-02 -3.8218175992924406e+05 +1.9742247917457613e+13 -4.4131673771207367e+20 
+6.8600000000000009e+01 +2.7055769499035341e-02 -3.7859593270729663e+05 +1.9554981323412844e+13 -4.3712174149060290e+20 
+6.8700000000000003e+01 +2.6860270328813055e-02 -3.7504843616084295e+05 +1.9369813124952781e+13 -4.3297466824155457e+20 
+6.8799999999999997e+01 +2.6666387889555977e-02 -3.7153919700975477e+05 +1.9186769118795953e+13 -4.2887641335170774e+20 
+6.8900000000000006e+01 +2.6474106650007306e-02 -3.6806814197274722e+05 +1.9005875101522414e+13 -4.2482787220357186e+20 
+6.9000000000000000e+01 +2.6283411078911641e-02 -3.6463519776946190e+05 +1.8827156869823770e+13 -4.2082994018310547e+20 
+6.9100000000000009e+01 +2.6094285969420018e-02 -3.6124020415331994e+05 +1.8650627437231781e+13 -4.1688314811301908e+20 
+6.9200000000000003e+01 +2.5906717412302244e-02 -3.5788265300869849e+05 +1.8476248684173602e+13 -4.1298656854926190e+20 
+6.9299999999999997e+01 +2.5720691822735012e-02 -3.5456194925414684e+05 +1.8303969707968719e+13 -4.0913890948623604e+20 
+6.9400000000000006e+01 +2.5536195615894978e-02 -3.5127749780815642e+05 +1.8133739605926094e+13 -4.0533887891794788e+20 
+6.9500000000000000e+01 +2.5353215206958719e-02 -3.4802870358918334e+05 +1.7965507475355055e+13 -4.0158518483850310e+20 
+6.9600000000000009e+01 +2.5171737011101519e-02 -3.4481497151481872e+05 +1.7799222413458180e+13 -3.9787653523865770e+20 
+6.9700000000000003e+01 +2.4991747443500901e-02 -3.4163570650409913e+05 +1.7634833517610672e+13 -3.9421163811448344e+20 
+6.9799999999999997e+01 +2.4813232919332757e-02 -3.3849031347509322e+05 +1.7472289885076895e+13 -3.9058920145872139e+20 
+6.9900000000000006e+01 +2.4636179853773248e-02 -3.3537819734593242e+05 +1.7311540613122395e+13 -3.8700793326403912e+20 
+7.0000000000000000e+01 +2.4460574661999322e-02 -3.3229876303528529e+05 +1.7152534799078939e+13 -3.8346654152517753e+20 
+7.0100000000000009e+01 +2.4286403802913522e-02 -3.2925137691066391e+05 +1.6995215847508770e+13 -3.7996350631982786e+20 
+7.0200000000000003e+01 +2.4113653910324297e-02 -3.2623525113674044e+05 +1.6839504392084875e+13 -3.7649639606283836e+20 
+7.0299999999999997e+01 +2.3942311661767055e-02 -3.2324955932789139e+05 +1.6685315373812240e+13 -3.7306255125511084e+20 
+7.0400000000000006e+01 +2.3772363734776147e-02 -3.2029347509784857e+05 +1.6532563733620562e+13 -3.6965931239525351e+20 
+7.0500000000000000e+01 +2.3603796806887463e-02 -3.1736617206123401e+05 +1.6381164412542311e+13 -3.6628401998498772e+20 
+7.0600000000000009e+01 +2.3436597555635787e-02 -3.1446682383207319e+05 +1.6231032351541062e+13 -3.6293401452393654e+20 
+7.0700000000000003e+01 +2.3270752658556094e-02 -3.1159460402444220e+05 +1.6082082491587115e+13 -3.5960663651196207e+20 
+7.0799999999999997e+01 +2.3106248793183619e-02 -3.0874868625257228e+05 +1.5934229773665797e+13 -3.5629922644931274e+20 
+7.0900000000000006e+01 +2.2943072637053016e-02 -3.0592824413042160e+05 +1.5787389138734846e+13 -3.5300912483548004e+20 
+7.1000000000000000e+01 +2.2781210867699835e-02 -3.0313245127235632e+05 +1.5641475527794676e+13 -3.4973367217116925e+20 
+7.1100000000000009e+01 +2.2620650609720398e-02 -3.0036072348510218e+05 +1.5496438385591426e+13 -3.4647136947666171e+20 
+7.1200000000000003e+01 +2.2461380775959924e-02 -2.9761344534765859e+05 +1.5352365172160008e+13 -3.4322535985942797e+20 
+7.1299999999999997e+01 +2.2303390726324205e-02 -2.9489124363114918e+05 +1.5209377851249643e+13 -3.3999994694549465e+20 
+7.1400000000000006e+01 +2.2146669820719417e-02 -2.9219474510699767e+05 +1.5067598386647580e+13 -3.3679943436209947e+20 
+7.1500000000000000e+01 +2.1991207419052229e-02 -2.8952457654680207e+05 +1.4927148742156506e+13 -3.3362812573686255e+20 
+7.1600000000000009e+01 +2.1836992881228433e-02 -2.8688136472171510e+05 +1.4788150881529287e+13 -3.3049032469592362e+20 
+7.1700000000000003e+01 +2.1684015567154769e-02 -2.8426573640344292e+05 +1.4650726768584246e+13 -3.2739033486743103e+20 
+7.1799999999999997e+01 +2.1532264836737404e-02 -2.8167831836333638e+05 +1.4514998367097111e+13 -3.2433245987822023e+20 
+7.1900000000000006e+01 +2.1381730049882589e-02 -2.7911973737281514e+05 +1.4381087640852109e+13 -3.2132100335539008e+20 
+7.2000000000000000e+01 +2.1232400566496435e-02 -2.7659062020320102e+05 +1.4249116553622830e+13 -3.1836026892572937e+20 
+7.2100000000000009e+01 +2.1084265760573945e-02 -2.7409135026223969e+05 +1.4119168362788746e+13 -3.1545321192189487e+20 
+7.2200000000000003e+01 +2.0937315062463761e-02 -2.7162133750226477e+05 +1.3991171500039830e+13 -3.1259739449685718e+20 
+7.2299999999999997e+01 +2.0791537916602140e-02 -2.6917974851124163e+05 +1.3865015690579531e+13 -3.0978903050664352e+20 
+7.2400000000000006e+01 +2.0646923767426231e-02 -2.6676574987769109e+05 +1.3740590659676512e+13 -3.0702433380927039e+20 
+7.2500000000000000e+01 +2.0503462059373069e-02 -2.6437850819006033e+05 +1.3617786132592398e+13 -3.0429951826257065e+20 
+7.2600000000000009e+01 +2.0361142236879282e-02 -2.6201719003656789e+05 +1.3496491834560566e+13 -3.0161079772348455e+20 
+7.2700000000000003e+01 +2.0219953744381611e-02 -2.5968096200540950e+05 +1.3376597490810635e+13 -2.9895438604883021e+20 
+7.2799999999999997e+01 +2.0079886026317741e-02 -2.5736899068553830e+05 +1.3257992826665135e+13 -2.9632649709831284e+20 
+7.2900000000000006e+01 +1.9940928527123643e-02 -2.5508044266469093e+05 +1.3140567567299926e+13 -2.9372334472711274e+20 
+7.3000000000000000e+01 +1.9803070691236695e-02 -2.5281448453151132e+05 +1.3024211437997955e+13 -2.9114114279367816e+20 
+7.3100000000000009e+01 +1.9666302142621567e-02 -2.5057037979178969e+05 +1.2908832751400012e+13 -2.8857681866586741e+20 
+7.3200000000000003e+01 +1.9530613223357262e-02 -2.4834777962252623e+05 +1.2794414169868205e+13 -2.8603015375773437e+20 
+7.3299999999999997e+01 +1.9395994455050344e-02 -2.4614643211802733e+05 +1.2680956943140100e+13 -2.8350164299325594e+20 
+7.3400000000000006e+01 +1.9262436359307054e-02 -2.4396608537245871e+05 +1.2568462320939154e+13 -2.8099178129601551e+20 
+7.3500000000000000e+01 +1.9129929457734961e-02 -2.4180648748064163e+05 +1.2456931553060191e+13 -2.7850106359168811e+20 
+7.3600000000000009e+01 +1.8998464271940269e-02 -2.3966738653673613e+05 +1.2346365889226771e+13 -2.7602998480387355e+20 
+7.3700000000000003e+01 +1.8868031323530102e-02 -2.3754853063535134e+05 +1.2236766579211021e+13 -2.7357903985758926e+20 
+7.3799999999999997e+01 +1.8738621134110591e-02 -2.3544966787049899e+05 +1.2128134872715408e+13 -2.7114872367573333e+20 
+7.3900000000000006e+01 +1.8610224225288921e-02 -2.3337054633689855e+05 +1.2020472019527270e+13 -2.6873953118382526e+20 
+7.4000000000000000e+01 +1.8482831118671723e-02 -2.3131091412886436e+05 +1.1913779269384621e+13 -2.6635195730584433e+20 
+7.4100000000000009e+01 +1.8356432548092820e-02 -2.2927053419290201e+05 +1.1808055546567541e+13 -2.6398634182245410e+20 
+7.4200000000000003e+01 +1.8231020096295316e-02 -2.2724922888444536e+05 +1.1703290473540396e+13 -2.6164240394146552e+20 
+7.4299999999999997e+01 +1.8106585558248837e-02 -2.2524683541069238e+05 +1.1599471347260111e+13 -2.5931970772586991e+20 
+7.4400000000000006e+01 +1.7983120728923552e-02 -2.2326319097915501e+05 +1.1496585464718498e+13 -2.5701781723968969e+20 
+7.4500000000000000e+01 +1.7860617403289120e-02 -2.2129813279706115e+05 +1.1394620122876586e+13 -2.5473629654605087e+20 
+7.4600000000000009e+01 +1.7739067376315962e-02 -2.1935149807205980e+05 +1.1293562618741326e+13 -2.5247470970942040e+20 
+7.4700000000000003e+01 +1.7618462442973656e-02 -2.1742312401130958e+05 +1.1193400249265021e+13 -2.5023262079264978e+20 
+7.4799999999999997e+01 +1.7498794398232303e-02 -2.1551284782232298e+05 +1.1094120311441338e+13 -2.4800959385984473e+20 
+7.4900000000000006e+01 +1.7380055037062355e-02 -2.1362050671277178e+05 +1.0995710102280412e+13 -2.4580519297557971e+20 
+7.5000000000000000e+01 +1.7262236154432752e-02 -2.1174593788942118e+05 +1.0898156918689162e+13 -2.4361898220133754e+20 
+7.5100000000000009e+01 +1.7145329626497161e-02 -2.0988901403520617e+05 +1.0801454484120164e+13 -2.4145074813001374e+20 
+7.5200000000000003e+01 +1.7029327654140038e-02 -2.0804974973273426e+05 +1.0705622227639975e+13 -2.3930116746318240e+20 
+7.5299999999999997e+01 +1.6914222519429405e-02 -2.0622819504006507e+05 +1.0610686004776062e+13 -2.3717113943123165e+20 
+7.5400000000000006e+01 +1.6800006504432832e-02 -2.0442440001497004e+05 +1.0516671671024777e+13 -2.3506156326366265e+20 
+7.5500000000000000e+01 +1.6686671891217562e-02 -2.0263841471502051e+05 +1.0423605081858664e+13 -2.3297333818923421e+20 
+7.5600000000000009e+01 +1.6574210961851528e-02 -2.0087028919824911e+05 +1.0331512092804064e+13 -2.3090736343834096e+20 
+7.5700000000000003e+01 +1.6462615998402316e-02 -1.9912007352238335e+05 +1.0240418559349707e+13 -2.2886453824020506e+20 
+7.5799999999999997e+01 +1.6351879282937794e-02 -1.9738781774546122e+05 +1.0150350337025564e+13 -2.2684576182538315e+20 
+7.5900000000000006e+01 +1.6241993097525980e-02 -1.9567357192549284e+05 +1.0061333281352609e+13 -2.2485193342406266e+20 
+7.6000000000000000e+01 +1.6132949724233656e-02 -1.9397738611977414e+05 +9.9733932477718574e+12 -2.2288395226405500e+20 
+7.6100000000000009e+01 +1.6024741592263171e-02 -1.9229924138867791e+05 +9.8865455464363008e+12 -2.2094239047383125e+20 
+7.6200000000000003e+01 +1.5917361719352433e-02 -1.9063884280067781e+05 +9.8007633058598887e+12 -2.1902651176974680e+20 
+7.6299999999999997e+01 +1.5810803270373628e-02 -1.8899582642655590e+05 +9.7160091091800859e+12 -2.1713525276614138e+20 
+7.6400000000000006e+01 +1.5705059410198396e-02 -1.8736982833674390e+05 +9.6322455394931777e+12 -2.1526755007610303e+20 
+7.6500000000000000e+01 +1.5600123303699693e-02 -1.8576048460242694e+05 +9.5494351799812734e+12 -2.1342234031528555e+20 
+7.6600000000000009e+01 +1.5495988115748443e-02 -1.8416743129366354e+05 +9.4675406136999688e+12 -2.1159856009558875e+20 
+7.6700000000000003e+01 +1.5392647011217675e-02 -1.8259030448167436e+05 +9.3865244238352188e+12 -2.0979514603278189e+20 
+7.6800000000000011e+01 +1.5290093154978812e-02 -1.8102874023679545e+05 +9.3063491934733965e+12 -2.0801103473966809e+20 
+7.6900000000000006e+01 +1.5188319711904522e-02 -1.7948237463005687e+05 +9.2269775057797480e+12 -2.0624516283141607e+20 
+7.7000000000000000e+01 +1.5087319846866360e-02 -1.7795084373186491e+05 +9.1483719438490039e+12 -2.0449646692108707e+20 
+7.7100000000000009e+01 +1.4987086797837909e-02 -1.7643379656952064e+05 +9.0704963588530879e+12 -2.0276390220736355e+20 
+7.7200000000000003e+01 +1.4887614095194878e-02 -1.7493093399451114e+05 +8.9933196738952441e+12 -2.0104649822026108e+20 
+7.7300000000000011e+01 +1.4788895342415414e-02 -1.7344196981551949e+05 +8.9168120801926777e+12 -1.9934330307656204e+20 
+7.7400000000000006e+01 +1.4690924142976795e-02 -1.7196661784071935e+05 +8.8409437689055918e+12 -1.9765336489135666e+20 
+7.7500000000000000e+01 +1.4593694100356375e-02 -1.7050459187828595e+05 +8.7656849311909727e+12 -1.9597573177958049e+20 
+7.7600000000000009e+01 +1.4497198818031637e-02 -1.6905560573649858e+05 +8.6910057582198281e+12 -1.9430945185662796e+20 
+7.7700000000000003e+01 +1.4401431899480212e-02 -1.6761937322374326e+05 +8.6168764411763535e+12 -1.9265357323830378e+20 
+7.7800000000000011e+01 +1.4306386948179131e-02 -1.6619560814801214e+05 +8.5432671711973623e+12 -1.9100714403895194e+20 
+7.7900000000000006e+01 +1.4212057567606261e-02 -1.6478402431779815e+05 +8.4701481394779932e+12 -1.8936921237468529e+20 
+7.8000000000000000e+01 +1.4118437361239383e-02 -1.6338433554160761e+05 +8.3974895372175566e+12 -1.8773882636178932e+20 
+7.8100000000000009e+01 +1.4025520063816613e-02 -1.6199633839179692e+05 +8.3252747343819678e+12 -1.8611549430567918e+20 
+7.8200000000000003e+01 +1.3933299935124974e-02 -1.6062016050110021e+05 +8.2535398166012500e+12 -1.8450056528675330e+20 
+7.8300000000000011e+01 +1.3841771366211800e-02 -1.5925601226618144e+05 +8.1823340482856738e+12 -1.8289584857503446e+20 
+7.8400000000000006e+01 +1.3750928748124882e-02 -1.5790410408399769e+05 +8.1117066938806016e+12 -1.8130315344162170e+20 
+7.8500000000000000e+01 +1.3660766471911900e-02 -1.5656464635137978e+05 +8.0417070178134668e+12 -1.7972428915701848e+20 
+7.8600000000000009e+01 +1.3571278928621143e-02 -1.5523784946558322e+05 +7.9723842845632773e+12 -1.7816106499332581e+20 
+7.8700000000000003e+01 +1.3482460509299967e-02 -1.5392392382327176e+05 +7.9037877585403115e+12 -1.7661529022056694e+20 
+7.8800000000000011e+01 +1.3394305604996045e-02 -1.5262307982133131e+05 +7.8359667041811299e+12 -1.7508877410956689e+20 
+7.8900000000000006e+01 +1.3306808606757523e-02 -1.5133552785685199e+05 +7.7689703859425137e+12 -1.7358332593170278e+20 
+7.9000000000000000e+01 +1.3219963905631708e-02 -1.5006147832654111e+05 +7.7028480682428564e+12 -1.7210075495729562e+20 
+7.9100000000000009e+01 +1.3133765919906401e-02 -1.4880104413522291e+05 +7.6376325820473936e+12 -1.7064228267756274e+20 
+7.9200000000000003e+01 +1.3048209176828945e-02 -1.4755394821923567e+05 +7.5732910244290078e+12 -1.6920677946544420e+20 
+7.9300000000000011e+01 +1.2963288230886261e-02 -1.4631981602253599e+05 +7.5097740589519111e+12 -1.6779252791313816e+20 
+7.9400000000000006e+01 +1.2878997636564847e-02 -1.4509827298884347e+05 +7.4470323491550146e+12 -1.6639781061211370e+20 
+7.9500000000000000e+01 +1.2795331948352034e-02 -1.4388894456239126e+05 +7.3850165586362432e+12 -1.6502091015561799e+20 
+7.9600000000000009e+01 +1.2712285720734953e-02 -1.4269145618728452e+05 +7.3236773509778545e+12 -1.6366010913640759e+20 
+7.9700000000000003e+01 +1.2629853508200124e-02 -1.4150543330726237e+05 +7.2629653897215469e+12 -1.6231369014604680e+20 
+7.9800000000000011e+01 +1.2548029865234463e-02 -1.4033050136630121e+05 +7.2028313384350166e+12 -1.6097993577685857e+20 
+7.9900000000000006e+01 +1.2466809346325457e-02 -1.3916628580871134e+05 +7.1432258607249922e+12 -1.5965712862235564e+20 
+8.0000000000000000e+01 +1.2386186505959542e-02 -1.3801241207818154e+05 +7.0840996201263945e+12 -1.5834355127387931e+20 
+8.0100000000000009e+01 +1.2306156068847687e-02 -1.3686856651483933e+05 +7.0254131244005059e+12 -1.5703785413809036e+20 
+8.0200000000000003e+01 +1.2226713440596634e-02 -1.3573467904316966e+05 +6.9671662580554824e+12 -1.5574015887819489e+20 
+8.0300000000000011e+01 +1.2147854197037124e-02 -1.3461074048377082e+05 +6.9093687497884424e+12 -1.5445095497159862e+20 
+8.0400000000000006e+01 +1.2069573913999425e-02 -1.3349674165692873e+05 +6.8520303282590762e+12 -1.5317073189454463e+20 
+8.0500000000000000e+01 +1.1991868167314342e-02 -1.3239267338330366e+05 +6.7951607221723818e+12 -1.5189997912468734e+20 
+8.0600000000000009e+01 +1.1914732532812231e-02 -1.3129852648325131e+05 +6.7387696601963154e+12 -1.5063918613852589e+20 
+8.0700000000000003e+01 +1.1838162586323649e-02 -1.3021429177724347e+05 +6.6828668710131328e+12 -1.4938884241300829e+20 
+8.0800000000000011e+01 +1.1762153903679439e-02 -1.2913996008596927e+05 +6.6274620833309121e+12 -1.4814943742587568e+20 
+8.0900000000000006e+01 +1.1686702060710031e-02 -1.2807552222980751e+05 +6.5725650258207705e+12 -1.4692146065373420e+20 
+8.1000000000000000e+01 +1.1611802633246002e-02 -1.2702096902926663e+05 +6.5181854271686162e+12 -1.4570540157362897e+20 
+8.1100000000000009e+01 +1.1537451201634465e-02 -1.2597626218371741e+05 +6.4643281928641328e+12 -1.4450156336819628e+20 
