# multipoles
# s[mm] polynom_b[n=0][T/m^n] polynom_b[n=2][T/m^n] polynom_b[n=8][T/m^n] 
+5.7300000000000004e+01 -4.7807160161137974e-04 +3.5504657132765094e-01 -4.9663977882389231e+09 
+5.7400000000000006e+01 -4.7542483380242381e-04 +3.5197232470158213e-01 -4.9059346185977230e+09 
+5.7500000000000000e+01 -4.7279463610009335e-04 +3.4892967221805421e-01 -4.8461267522410088e+09 
+5.7600000000000001e+01 -4.7018091504725309e-04 +3.4591765689286214e-01 -4.7869860527370739e+09 
+5.7700000000000003e+01 -4.6758357718677102e-04 +3.4293532174183916e-01 -4.7285243836616716e+09 
+5.7800000000000004e+01 -4.6500252906151390e-04 +3.3998170978081310e-01 -4.6707536085927448e+09 
+5.7900000000000006e+01 -4.6243767721434922e-04 +3.3705586402562648e-01 -4.6136855911098595e+09 
+5.8000000000000000e+01 -4.5988892818814298e-04 +3.3415682749207742e-01 -4.5573321947828493e+09 
+5.8100000000000001e+01 -4.5735618582243845e-04 +3.3128384442075126e-01 -4.5017087185930662e+09 
+5.8200000000000003e+01 -4.5483934314348060e-04 +3.2843696395113303e-01 -4.4468442030964851e+09 
+5.8300000000000004e+01 -4.5233829047418896e-04 +3.2561643644743177e-01 -4.3927711242516766e+09 
+5.8400000000000006e+01 -4.4985291813748346e-04 +3.2282251227384984e-01 -4.3395219580065899e+09 
+5.8500000000000000e+01 -4.4738311645628530e-04 +3.2005544179463113e-01 -4.2871291803285952e+09 
+5.8600000000000001e+01 -4.4492877575351587e-04 +3.1731547537403804e-01 -4.2356252671902962e+09 
+5.8700000000000003e+01 -4.4248978635209174e-04 +3.1460286337618898e-01 -4.1850426945133214e+09 
+5.8800000000000004e+01 -4.4006603857493608e-04 +3.1191785616537210e-01 -4.1354139382789927e+09 
+5.8900000000000006e+01 -4.3765742274496971e-04 +3.0926070410582052e-01 -4.0867714744476261e+09 
+5.9000000000000000e+01 -4.3526382918511068e-04 +3.0663165756170374e-01 -4.0391477789624643e+09 
+5.9100000000000001e+01 -4.3288515212055030e-04 +3.0403087243825327e-01 -3.9925669801047087e+09 
+5.9200000000000003e+01 -4.3052130138555736e-04 +3.0145812680459821e-01 -3.9470198154097390e+09 
+5.9300000000000004e+01 -4.2817219071667156e-04 +2.9891310427085360e-01 -3.9024886747284288e+09 
+5.9400000000000006e+01 -4.2583773385043179e-04 +2.9639548844715147e-01 -3.8589559479204898e+09 
+5.9500000000000000e+01 -4.2351784452337765e-04 +2.9390496294359614e-01 -3.8164040248316450e+09 
+5.9600000000000001e+01 -4.2121243647204760e-04 +2.9144121137031181e-01 -3.7748152953177953e+09 
+5.9700000000000003e+01 -4.1892142343298182e-04 +2.8900391733743269e-01 -3.7341721492379227e+09 
+5.9800000000000004e+01 -4.1664471914271790e-04 +2.8659276445503501e-01 -3.6944569764296398e+09 
+5.9900000000000006e+01 -4.1438223733779675e-04 +2.8420743633328077e-01 -3.6556521667610130e+09 
+6.0000000000000000e+01 -4.1213389175475741e-04 +2.8184761658228230e-01 -3.6177401100816164e+09 
+6.0100000000000001e+01 -4.0989958546232182e-04 +2.7951283122054582e-01 -3.5806714757423687e+09 
+6.0200000000000003e+01 -4.0767917885794900e-04 +2.7720197590019890e-01 -3.5442700510946951e+09 
+6.0300000000000004e+01 -4.0547252167128254e-04 +2.7491378868178346e-01 -3.5083279029955812e+09 
+6.0400000000000006e+01 -4.0327946363196359e-04 +2.7264700762580496e-01 -3.4726370982919564e+09 
+6.0500000000000000e+01 -4.0109985446963532e-04 +2.7040037079280099e-01 -3.4369897038393464e+09 
+6.0600000000000001e+01 -3.9893354391394044e-04 +2.6817261624330024e-01 -3.4011777864903173e+09 
+6.0700000000000003e+01 -3.9678038169452034e-04 +2.6596248203781181e-01 -3.3649934130922041e+09 
+6.0800000000000004e+01 -3.9464021754101914e-04 +2.6376870623689175e-01 -3.3282286505070610e+09 
+6.0900000000000006e+01 -3.9251290118307795e-04 +2.6159002690102434e-01 -3.2906755655715580e+09 
+6.1000000000000000e+01 -3.9039828235034051e-04 +2.5942518209078147e-01 -3.2521262251559410e+09 
+6.1100000000000001e+01 -3.8829623397159584e-04 +2.5727333782678824e-01 -3.2124657470944018e+09 
+6.1200000000000003e+01 -3.8620672177222342e-04 +2.5513537197016384e-01 -3.1719514531879845e+09 
+6.1300000000000004e+01 -3.8412973467675041e-04 +2.5301259034217272e-01 -3.1309337162397957e+09 
+6.1400000000000006e+01 -3.8206526160970488e-04 +2.5090629876409548e-01 -3.0897629090522537e+09 
+6.1500000000000000e+01 -3.8001329149561129e-04 +2.4881780305710774e-01 -3.0487894043985791e+09 
+6.1600000000000001e+01 -3.7797381325899767e-04 +2.4674840904251427e-01 -3.0083635750933561e+09 
+6.1700000000000003e+01 -3.7594681582439122e-04 +2.4469942254156096e-01 -2.9688357939295945e+09 
+6.1800000000000004e+01 -3.7393228811631813e-04 +2.4267214937547701e-01 -2.9305564336965327e+09 
+6.1900000000000006e+01 -3.7193021905930533e-04 +2.4066789536552341e-01 -2.8938758671938314e+09 
+6.2000000000000000e+01 -3.6994059757788043e-04 +2.3868796633295633e-01 -2.8591444672181911e+09 
+6.2100000000000001e+01 -3.6796339343181123e-04 +2.3673322320922319e-01 -2.8265965139277081e+09 
+6.2200000000000003e+01 -3.6599849972183333e-04 +2.3480274736658252e-01 -2.7960019169265928e+09 
+6.2300000000000004e+01 -3.6404579038392385e-04 +2.3289517528749040e-01 -2.7670144931816282e+09 
+6.2400000000000006e+01 -3.6210513935406056e-04 +2.3100914345442222e-01 -2.7392880596627593e+09 
+6.2500000000000000e+01 -3.6017642056822069e-04 +2.2914328834983838e-01 -2.7124764333388381e+09 
+6.2600000000000001e+01 -3.5825950796238162e-04 +2.2729624645621260e-01 -2.6862334311820803e+09 
+6.2700000000000003e+01 -3.5635427547251987e-04 +2.2546665425598894e-01 -2.6602128701534705e+09 
+6.2800000000000004e+01 -3.5446059703461317e-04 +2.2365314823163857e-01 -2.6340685672240086e+09 
+6.2900000000000006e+01 -3.5257834658463961e-04 +2.2185436486564333e-01 -2.6074543393673301e+09 
+6.3000000000000000e+01 -3.5070739805857456e-04 +2.2006894064042001e-01 -2.5800240035374441e+09 
+6.3100000000000001e+01 -3.4884763874124127e-04 +2.1829585616478836e-01 -2.5515366629856172e+09 
+6.3200000000000003e+01 -3.4699900931283616e-04 +2.1653546855273345e-01 -2.5221725660157280e+09 
+6.3300000000000004e+01 -3.4516146380240119e-04 +2.1478847904457365e-01 -2.4922172472077446e+09 
+6.3400000000000006e+01 -3.4333495623897786e-04 +2.1305558888061818e-01 -2.4619562411371331e+09 
+6.3500000000000000e+01 -3.4151944065160882e-04 +2.1133749930120607e-01 -2.4316750823906751e+09 
+6.3600000000000001e+01 -3.3971487106933398e-04 +2.0963491154661781e-01 -2.4016593055361729e+09 
+6.3700000000000003e+01 -3.3792120152119679e-04 +2.0794852685721033e-01 -2.3721944451653543e+09 
+6.3800000000000004e+01 -3.3613838603623768e-04 +2.0627904647326567e-01 -2.3435660358461838e+09 
+6.3900000000000006e+01 -3.3436637864349953e-04 +2.0462717163513131e-01 -2.3160596121664162e+09 
+6.4000000000000000e+01 -3.3260513337202250e-04 +2.0299360358308535e-01 -2.2899607086945424e+09 
+6.4100000000000009e+01 -3.3085459556089899e-04 +2.0137875934151328e-01 -2.2654614861141725e+09 
+6.4200000000000003e+01 -3.2911467578942185e-04 +1.9978191907098286e-01 -2.2423806094999213e+09 
+6.4299999999999997e+01 -3.2738527594693178e-04 +1.9820207871606391e-01 -2.2204433700128522e+09 
+6.4400000000000006e+01 -3.2566629792277104e-04 +1.9663823422137000e-01 -2.1993750588253412e+09 
+6.4500000000000000e+01 -3.2395764360628181e-04 +1.9508938153149785e-01 -2.1789009671058731e+09 
+6.4600000000000009e+01 -3.2225921488680597e-04 +1.9355451659104816e-01 -2.1587463860224442e+09 
+6.4700000000000003e+01 -3.2057091365368591e-04 +1.9203263534463155e-01 -2.1386366067496214e+09 
+6.4799999999999997e+01 -3.1889264179626336e-04 +1.9052273373684103e-01 -2.1182969204529688e+09 
+6.4900000000000006e+01 -3.1722430120388042e-04 +1.8902380771227956e-01 -2.0974526183027139e+09 
+6.5000000000000000e+01 -3.1556579376587873e-04 +1.8753485321552960e-01 -2.0758289914617848e+09 
+6.5100000000000009e+01 -3.1391703267817542e-04 +1.8605515709860693e-01 -2.0532387902494450e+09 
+6.5200000000000003e+01 -3.1227797636299026e-04 +1.8458516984311954e-01 -2.0298446015574603e+09 
+6.5299999999999997e+01 -3.1064859454911622e-04 +1.8312563283805236e-01 -2.0058964714136152e+09 
+6.5400000000000006e+01 -3.0902885696534822e-04 +1.8167728747243347e-01 -1.9816444458615501e+09 
+6.5500000000000000e+01 -3.0741873334048014e-04 +1.8024087513525094e-01 -1.9573385709299414e+09 
+6.5600000000000009e+01 -3.0581819340330554e-04 +1.7881713721550485e-01 -1.9332288926532247e+09 
+6.5700000000000003e+01 -3.0422720688261896e-04 +1.7740681510220893e-01 -1.9095654570700116e+09 
+6.5799999999999997e+01 -3.0264574350721433e-04 +1.7601065018435302e-01 -1.8865983102085733e+09 
+6.5900000000000006e+01 -3.0107377300588517e-04 +1.7462938385093749e-01 -1.8645774981035070e+09 
+6.6000000000000000e+01 -2.9951126510742654e-04 +1.7326375749098716e-01 -1.8437530667975204e+09 
+6.6100000000000009e+01 -2.9795817952222241e-04 +1.7191423099567191e-01 -1.8242959881971128e+09 
+6.6200000000000003e+01 -2.9641443588702130e-04 +1.7058013826495400e-01 -1.8060609377448089e+09 
+6.6299999999999997e+01 -2.9487994382016249e-04 +1.6926053170099312e-01 -1.7888235167672422e+09 
+6.6400000000000006e+01 -2.9335461293998361e-04 +1.6795446370590283e-01 -1.7723593265743787e+09 
+6.6500000000000000e+01 -2.9183835286482497e-04 +1.6666098668186277e-01 -1.7564439684999886e+09 
+6.6600000000000009e+01 -2.9033107321302392e-04 +1.6537915303097953e-01 -1.7408530438513215e+09 
+6.6700000000000003e+01 -2.8883268360292030e-04 +1.6410801515541754e-01 -1.7253621539554560e+09 
+6.6799999999999997e+01 -2.8734309365285301e-04 +1.6284662545732889e-01 -1.7097469001372008e+09 
+6.6900000000000006e+01 -2.8586221298115968e-04 +1.6159403633882963e-01 -1.6937828837077386e+09 
+6.7000000000000000e+01 -2.8438995120618068e-04 +1.6034930020208785e-01 -1.6772457059946556e+09 
+6.7100000000000009e+01 -2.8292622859344395e-04 +1.5911174468409311e-01 -1.6599790364137061e+09 
+6.7200000000000003e+01 -2.8147100799723990e-04 +1.5788179836127567e-01 -1.6420988167713571e+09 
+6.7299999999999997e+01 -2.8002426291904870e-04 +1.5666016504492256e-01 -1.6237890569712472e+09 
+6.7400000000000006e+01 -2.7858596686034925e-04 +1.5544754854629797e-01 -1.6052337669114788e+09 
+6.7500000000000000e+01 -2.7715609332262304e-04 +1.5424465267670137e-01 -1.5866169564985893e+09 
+6.7600000000000009e+01 -2.7573461580734937e-04 +1.5305218124741288e-01 -1.5681226356359134e+09 
+6.7700000000000003e+01 -2.7432150781600832e-04 +1.5187083806970553e-01 -1.5499348142215734e+09 
+6.7799999999999997e+01 -2.7291674285007957e-04 +1.5070132695485944e-01 -1.5322375021589241e+09 
+6.7900000000000006e+01 -2.7152029441104375e-04 +1.4954435171417188e-01 -1.5152147093552330e+09 
+6.8000000000000000e+01 -2.7013213600038101e-04 +1.4840061615892386e-01 -1.4990504457124753e+09 
+6.8100000000000009e+01 -2.6875223315800243e-04 +1.4727055506379419e-01 -1.4838684385356228e+09 
+6.8200000000000003e+01 -2.6738051957754880e-04 +1.4615352705714857e-01 -1.4695512847707267e+09 
+6.8299999999999997e+01 -2.6601692099109220e-04 +1.4504862173075392e-01 -1.4559212987667537e+09 
+6.8400000000000006e+01 -2.6466136313070435e-04 +1.4395492867638504e-01 -1.4428007948769884e+09 
+6.8500000000000000e+01 -2.6331377172845668e-04 +1.4287153748577811e-01 -1.4300120874404829e+09 
+6.8600000000000009e+01 -2.6197407251642320e-04 +1.4179753775075946e-01 -1.4173774908267624e+09 
+6.8700000000000003e+01 -2.6064219122667382e-04 +1.4073201906304009e-01 -1.4047193193670731e+09 
+6.8799999999999997e+01 -2.5931805359128226e-04 +1.3967407101442786e-01 -1.3918598874238846e+09 
+6.8900000000000006e+01 -2.5800158534231921e-04 +1.3862278319666840e-01 -1.3786215093407698e+09 
+6.9000000000000000e+01 -2.5669271221185773e-04 +1.3757724520154449e-01 -1.3648264994724534e+09 
+6.9100000000000009e+01 -2.5539136747513593e-04 +1.3653681588617447e-01 -1.3503564168986948e+09 
+6.9200000000000003e+01 -2.5409751458005983e-04 +1.3550193116915943e-01 -1.3353297996485589e+09 
+6.9299999999999997e+01 -2.5281112451770125e-04 +1.3447329623445056e-01 -1.3199244304813359e+09 
+6.9400000000000006e+01 -2.5153216827913201e-04 +1.3345161626599536e-01 -1.3043180921538830e+09 
+6.9500000000000000e+01 -2.5026061685542582e-04 +1.3243759644777434e-01 -1.2886885674346960e+09 
+6.9600000000000009e+01 -2.4899644123765348e-04 +1.3143194196372368e-01 -1.2732136390789080e+09 
+6.9700000000000003e+01 -2.4773961241688838e-04 +1.3043535799781486e-01 -1.2580710898500063e+09 
+6.9799999999999997e+01 -2.4649010138420152e-04 +1.2944854973397535e-01 -1.2434387025001447e+09 
+6.9900000000000006e+01 -2.4524787913066587e-04 +1.2847222235618819e-01 -1.2294942597996225e+09 
+7.0000000000000000e+01 -2.4401291664735339e-04 +1.2750708104839392e-01 -1.2164155445020125e+09 
+7.0100000000000009e+01 -2.4278517928353818e-04 +1.2655358058212463e-01 -1.2043214674842489e+09 
+7.0200000000000003e+01 -2.4156460982129697e-04 +1.2561117407908112e-01 -1.1930954520407393e+09 
+7.0299999999999997e+01 -2.4035114540090944e-04 +1.2467906424856297e-01 -1.1825620495875502e+09 
+7.0400000000000006e+01 -2.3914472316265479e-04 +1.2375645379986740e-01 -1.1725458115414782e+09 
+7.0500000000000000e+01 -2.3794528024681169e-04 +1.2284254544226195e-01 -1.1628712893090189e+09 
+7.0600000000000009e+01 -2.3675275379365991e-04 +1.2193654188506159e-01 -1.1533630343124435e+09 
+7.0700000000000003e+01 -2.3556708094347765e-04 +1.2103764583751948e-01 -1.1438455979531591e+09 
+7.0799999999999997e+01 -2.3438819883654413e-04 +1.2014506000893560e-01 -1.1341435316492798e+09 
+7.0900000000000006e+01 -2.3321604461313874e-04 +1.1925798710860204e-01 -1.1240813868145199e+09 
+7.1000000000000000e+01 -2.3205055541354060e-04 +1.1837562984580698e-01 -1.1134837148631618e+09 
+7.1100000000000009e+01 -2.3089167439266893e-04 +1.1749742230787477e-01 -1.1022303920020189e+09 
+7.1200000000000003e+01 -2.2973936876400546e-04 +1.1662372409432636e-01 -1.0904225936361330e+09 
+7.1299999999999997e+01 -2.2859361175567343e-04 +1.1575512618275637e-01 -1.0782168199761753e+09 
+7.1400000000000006e+01 -2.2745437659579424e-04 +1.1489221955071742e-01 -1.0657695712197194e+09 
+7.1500000000000000e+01 -2.2632163651249116e-04 +1.1403559517579888e-01 -1.0532373475758550e+09 
+7.1600000000000009e+01 -2.2519536473388581e-04 +1.1318584403555962e-01 -1.0407766492448317e+09 
+7.1700000000000003e+01 -2.2407553448810141e-04 +1.1234355710759206e-01 -1.0285439764365909e+09 
+7.1799999999999997e+01 -2.2296211900325947e-04 +1.1150932536944791e-01 -1.0166958293485641e+09 
+7.1900000000000006e+01 -2.2185509150748255e-04 +1.1068373979870283e-01 -1.0053887081853803e+09 
+7.2000000000000000e+01 -2.2075442522889391e-04 +1.0986739137295401e-01 -9.9477911315898848e+08 
+7.2100000000000009e+01 -2.1966009140473143e-04 +1.0906067214530284e-01 -9.8497394954755855e+08 
+7.2200000000000003e+01 -2.1857205330870049e-04 +1.0826317847109225e-01 -9.7588174296586192e+08 
+7.2299999999999997e+01 -2.1749027222362242e-04 +1.0747430778121095e-01 -9.6736142410997641e+08 
+7.2400000000000006e+01 -2.1641470943231929e-04 +1.0669345750656913e-01 -9.5927192368082559e+08 
+7.2500000000000000e+01 -2.1534532621761160e-04 +1.0592002507802496e-01 -9.5147217236410630e+08 
+7.2600000000000009e+01 -2.1428208386232143e-04 +1.0515340792649161e-01 -9.4382110086307395e+08 
+7.2700000000000003e+01 -2.1322494364927030e-04 +1.0439300348285296e-01 -9.3617763987027836e+08 
+7.2799999999999997e+01 -2.1217386686127920e-04 +1.0363820917799056e-01 -9.2840072007897890e+08 
+7.2900000000000006e+01 -2.1112881478116990e-04 +1.0288842244280216e-01 -9.2034927218624711e+08 
+7.3000000000000000e+01 -2.1008974869176372e-04 +1.0214304070817200e-01 -9.1188222688663995e+08 
+7.3100000000000009e+01 -2.0905662850055032e-04 +1.0140162665091813e-01 -9.0290479003909838e+08 
+7.3200000000000003e+01 -2.0802940861369096e-04 +1.0066440393150440e-01 -8.9350726813809907e+08 
+7.3299999999999997e+01 -2.0700804206201412e-04 +9.9931761456306750e-02 -8.8382624283759558e+08 
+7.3400000000000006e+01 -2.0599248187634918e-04 +9.9204088131723170e-02 -8.7399829579847598e+08 
+7.3500000000000000e+01 -2.0498268108752531e-04 +9.8481772864132927e-02 -8.6416000867503846e+08 
+7.3600000000000009e+01 -2.0397859272637149e-04 +9.7765204559919494e-02 -8.5444796312208831e+08 
+7.3700000000000003e+01 -2.0298016982371646e-04 +9.7054772125466857e-02 -8.4499874079743159e+08 
+7.3799999999999997e+01 -2.0198736541039014e-04 +9.6350864467176334e-02 -8.3594892336234140e+08 
+7.3900000000000006e+01 -2.0100013251722089e-04 +9.5653870491418880e-02 -8.2743509246770978e+08 
+7.4000000000000000e+01 -2.0001842417503797e-04 +9.4964179104583338e-02 -8.1959382977341092e+08 
+7.4100000000000009e+01 -1.9904219757662547e-04 +9.4282035720477414e-02 -8.1251292413138962e+08 
+7.4200000000000003e+01 -1.9807142656258833e-04 +9.3607111782630537e-02 -8.0608499319851232e+08 
+7.4299999999999997e+01 -1.9710608913548554e-04 +9.2938935241962492e-02 -8.0015386181708562e+08 
+7.4400000000000006e+01 -1.9614616329787705e-04 +9.2277034049424098e-02 -7.9456335483884466e+08 
+7.4500000000000000e+01 -1.9519162705232263e-04 +9.1620936155962965e-02 -7.8915729711763322e+08 
+7.4600000000000009e+01 -1.9424245840138167e-04 +9.0970169512508789e-02 -7.8377951349685287e+08 
+7.4700000000000003e+01 -1.9329863534761369e-04 +9.0324262070000841e-02 -7.7827382882698166e+08 
+7.4799999999999997e+01 -1.9236013589357857e-04 +8.9682741779384512e-02 -7.7248406795835567e+08 
+7.4900000000000006e+01 -1.9142693804183561e-04 +8.9045136591596089e-02 -7.6625405573938453e+08 
+7.5000000000000000e+01 -1.9049901979494482e-04 +8.8410974457587208e-02 -7.5942761702310109e+08 
+7.5100000000000009e+01 -1.8957635563081164e-04 +8.7779917652798675e-02 -7.5189965230270839e+08 
+7.5200000000000003e+01 -1.8865890592872651e-04 +8.7152165750724861e-02 -7.4376936466451180e+08 
+7.5299999999999997e+01 -1.8774662754332612e-04 +8.6528052649380197e-02 -7.3518703284585500e+08 
+7.5400000000000006e+01 -1.8683947732924677e-04 +8.5907912246767887e-02 -7.2630293557960069e+08 
+7.5500000000000000e+01 -1.8593741214112576e-04 +8.5292078440906000e-02 -7.1726735160301125e+08 
+7.5600000000000009e+01 -1.8504038883359827e-04 +8.4680885129779032e-02 -7.0823055964483345e+08 
+7.5700000000000003e+01 -1.8414836426130233e-04 +8.4074666211422053e-02 -6.9934283844745970e+08 
+7.5799999999999997e+01 -1.8326129527887356e-04 +8.3473755583824014e-02 -6.9075446673994064e+08 
+7.5900000000000006e+01 -1.8237913874094856e-04 +8.2878487144993157e-02 -6.8261572325665963e+08 
+7.6000000000000000e+01 -1.8150185150216420e-04 +8.2289194792945858e-02 -6.7507688673617697e+08 
+7.6100000000000009e+01 -1.8062939509124571e-04 +8.1706105719380889e-02 -6.6824388134834158e+08 
+7.6200000000000003e+01 -1.7976174973327380e-04 +8.1129020290791651e-02 -6.6204521301978779e+08 
+7.6299999999999997e+01 -1.7889890032741709e-04 +8.0557632167342880e-02 -6.5636503310616767e+08 
+7.6400000000000006e+01 -1.7804083177284488e-04 +7.9991635009226666e-02 -6.5108749297321057e+08 
+7.6500000000000000e+01 -1.7718752896872674e-04 +7.9430722476622875e-02 -6.4609674398076594e+08 
+7.6600000000000009e+01 -1.7633897681423172e-04 +7.8874588229715908e-02 -6.4127693749117696e+08 
+7.6700000000000003e+01 -1.7549516020852918e-04 +7.8322925928688295e-02 -6.3651222486711109e+08 
+7.6800000000000011e+01 -1.7465606405078776e-04 +7.7775429233710863e-02 -6.3168675746590364e+08 
+7.6900000000000006e+01 -1.7382167324017748e-04 +7.7231791804981770e-02 -6.2668468665468299e+08 
+7.7000000000000000e+01 -1.7299197267586701e-04 +7.6691707302668263e-02 -6.2139016378966880e+08 
+7.7100000000000009e+01 -1.7216694252204155e-04 +7.6154944562158544e-02 -6.1572055519597244e+08 
+7.7200000000000003e+01 -1.7134654400295199e-04 +7.5621573119688118e-02 -6.0972608705755305e+08 
+7.7300000000000011e+01 -1.7053073360786457e-04 +7.5091737686674334e-02 -6.0349020051270282e+08 
+7.7400000000000006e+01 -1.6971946782604565e-04 +7.4565582974548336e-02 -5.9709633670574594e+08 
+7.7500000000000000e+01 -1.6891270314676243e-04 +7.4043253694751010e-02 -5.9062793678233504e+08 
+7.7600000000000009e+01 -1.6811039605928068e-04 +7.3524894558695778e-02 -5.8416844188008296e+08 
+7.7700000000000003e+01 -1.6731250305286754e-04 +7.3010650277826550e-02 -5.7780129314671040e+08 
+7.7800000000000011e+01 -1.6651898061678883e-04 +7.2500665563557720e-02 -5.7160993172093523e+08 
+7.7900000000000006e+01 -1.6572978524031194e-04 +7.1995085127333922e-02 -5.6567779874958611e+08 
+7.8000000000000000e+01 -1.6494487341270288e-04 +7.1494053680575667e-02 -5.6008833537278998e+08 
+7.8100000000000009e+01 -1.6416420730972240e-04 +7.0997663624437032e-02 -5.5490024774656808e+08 
+7.8200000000000003e+01 -1.6338777185310836e-04 +7.0505798118973784e-02 -5.5007330208097637e+08 
+7.8300000000000011e+01 -1.6261555765109255e-04 +7.0018288013962315e-02 -5.4554252959729111e+08 
+7.8400000000000006e+01 -1.6184755531190712e-04 +6.9534964159181173e-02 -5.4124296151748800e+08 
+7.8500000000000000e+01 -1.6108375544378334e-04 +6.9055657404389542e-02 -5.3710962905793667e+08 
+7.8600000000000009e+01 -1.6032414865495363e-04 +6.8580198599387729e-02 -5.3307756344802368e+08 
+7.8700000000000003e+01 -1.5956872555364989e-04 +6.8108418593941247e-02 -5.2908179590531474e+08 
+7.8800000000000011e+01 -1.5881747674810357e-04 +6.7640148237821607e-02 -5.2505735765025479e+08 
+7.8900000000000006e+01 -1.5807039284654721e-04 +6.7175218380818469e-02 -5.2093927990833753e+08 
+7.9000000000000000e+01 -1.5732746445721194e-04 +6.6713459872686232e-02 -5.1666259389362097e+08 
+7.9100000000000009e+01 -1.5658867745336241e-04 +6.6254753977246034e-02 -5.1218298423850763e+08 
+7.9200000000000003e+01 -1.5585399876839179e-04 +6.5799183614379739e-02 -5.0753874917315936e+08 
+7.9300000000000011e+01 -1.5512339060072479e-04 +6.5346882117984076e-02 -5.0278884032879740e+08 
+7.9400000000000006e+01 -1.5439681514878729e-04 +6.4897982821979269e-02 -4.9799220934426659e+08 
+7.9500000000000000e+01 -1.5367423461100450e-04 +6.4452619060272082e-02 -4.9320780785316044e+08 
+7.9600000000000009e+01 -1.5295561118580133e-04 +6.4010924166765709e-02 -4.8849458748919410e+08 
+7.9700000000000003e+01 -1.5224090707160377e-04 +6.3573031475383290e-02 -4.8391149989201325e+08 
+7.9800000000000011e+01 -1.5153008446683658e-04 +6.3139074320022345e-02 -4.7951749669320416e+08 
+7.9900000000000006e+01 -1.5082310556992551e-04 +6.2709186034598491e-02 -4.7537152952909750e+08 
+8.0000000000000000e+01 -1.5011993257929541e-04 +6.2283499953009157e-02 -4.7153255003124893e+08 
+8.0100000000000009e+01 -1.4942053150849693e-04 +6.1862073617919365e-02 -4.6803565081010842e+08 
+8.0200000000000003e+01 -1.4872488363158108e-04 +6.1444661406950644e-02 -4.6482048835257983e+08 
+8.0300000000000011e+01 -1.4803297403772361e-04 +6.1030941906475497e-02 -4.6180286012108517e+08 
+8.0400000000000006e+01 -1.4734478781610084e-04 +6.0620593702867619e-02 -4.5889856357645506e+08 
+8.0500000000000000e+01 -1.4666031005588904e-04 +6.0213295382505923e-02 -4.5602339618233806e+08 
+8.0600000000000009e+01 -1.4597952584626336e-04 +5.9808725531743011e-02 -4.5309315539371520e+08 
+8.0700000000000003e+01 -1.4530242027640047e-04 +5.9406562736961772e-02 -4.5002363867492461e+08 
+8.0800000000000011e+01 -1.4462897843547638e-04 +5.9006485584536875e-02 -4.4673064348789150e+08 
+8.0900000000000006e+01 -1.4395918541266678e-04 +5.8608172660832368e-02 -4.4312996729187506e+08 
+8.1000000000000000e+01 -1.4329302629714815e-04 +5.8211302552226396e-02 -4.3913740754892224e+08 
+8.1100000000000009e+01 -1.4263048417965433e-04 +5.7815657938474686e-02 -4.3469809539443839e+08 
+8.1200000000000003e+01 -1.4197153415715437e-04 +5.7421437872931476e-02 -4.2987449667935300e+08 
+8.1300000000000011e+01 -1.4131614932817480e-04 +5.7028945502335282e-02 -4.2475841092841017e+08 
+8.1400000000000006e+01 -1.4066430279124280e-04 +5.6638483973430236e-02 -4.1944163766873640e+08 
+8.1500000000000000e+01 -1.4001596764488502e-04 +5.6250356432955922e-02 -4.1401597642620099e+08 
+8.1600000000000009e+01 -1.3937111698762817e-04 +5.5864866027640799e-02 -4.0857322672069204e+08 
+8.1700000000000003e+01 -1.3872972391799947e-04 +5.5482315904238022e-02 -4.0320518808307689e+08 
+8.1800000000000011e+01 -1.3809176153452578e-04 +5.5103009209490877e-02 -3.9800366004039085e+08 
+8.1900000000000006e+01 -1.3745720293573382e-04 +5.4727249090128174e-02 -3.9306044211330247e+08 
+8.2000000000000000e+01 -1.3682602122015079e-04 +5.4355338692902690e-02 -3.8846733383188838e+08 
+8.2100000000000009e+01 -1.3619819256808615e-04 +5.3987497983268830e-02 -3.8429132336935729e+08 
+8.2200000000000003e+01 -1.3557370548698393e-04 +5.3623614201643452e-02 -3.8050015352508569e+08 
+8.2300000000000011e+01 -1.3495255156607041e-04 +5.3263491407145647e-02 -3.7703675574066961e+08 
+8.2400000000000006e+01 -1.3433472239457168e-04 +5.2906933658891368e-02 -3.7384406145833373e+08 
+8.2500000000000000e+01 -1.3372020956171476e-04 +5.2553745016023952e-02 -3.7086500212858540e+08 
+8.2600000000000009e+01 -1.3310900465672562e-04 +5.2203729537653995e-02 -3.6804250919106412e+08 
+8.2700000000000003e+01 -1.3250109926883118e-04 +5.1856691282920198e-02 -3.6531951409527349e+08 
+8.2800000000000011e+01 -1.3189648498725768e-04 +5.1512434310946355e-02 -3.6263894828506035e+08 
+8.2900000000000006e+01 -1.3129515340123179e-04 +5.1170762680855388e-02 -3.5994374320416999e+08 
+8.3000000000000000e+01 -1.3069709609998015e-04 +5.0831480451784823e-02 -3.5717683030123419e+08 
+8.3100000000000009e+01 -1.3010230062427108e-04 +5.0494432356793857e-02 -3.5429567688635665e+08 
+8.3200000000000003e+01 -1.2951073832104278e-04 +5.0159625824727265e-02 -3.5131589374205965e+08 
+8.3300000000000011e+01 -1.2892237648877525e-04 +4.9827108958366485e-02 -3.4826762751802468e+08 
+8.3400000000000006e+01 -1.2833718242594920e-04 +4.9496929860509395e-02 -3.4518102486849523e+08 
