# multipoles
# s[mm] polynom_a[n=0][T/m^n] polynom_a[n=2][T/m^n] polynom_a[n=8][T/m^n] 
+6.1100000000000001e+01 +5.1354831343136242e-04 -6.7188272653702963e-01 +9.4842794724287148e+09 
+6.1200000000000003e+01 +5.1099597411496174e-04 -6.6697750410746526e-01 +9.3882454780255127e+09 
+6.1300000000000004e+01 +5.0845850900852938e-04 -6.6211345554560630e-01 +9.2932910056645718e+09 
+6.1400000000000006e+01 +5.0593582070595112e-04 -6.5729011763315492e-01 +9.1993609004764423e+09 
+6.1500000000000000e+01 +5.0342781180111643e-04 -6.5250702715189546e-01 +9.1064000076177902e+09 
+6.1600000000000001e+01 +5.0093438488791296e-04 -6.4776372088357437e-01 +9.0143531722331142e+09 
+6.1700000000000003e+01 +4.9845544256022802e-04 -6.4305973560993157e-01 +8.9231652394652100e+09 
+6.1800000000000004e+01 +4.9599088741195075e-04 -6.3839460811274773e-01 +8.8327810544713097e+09 
+6.1900000000000006e+01 +4.9354062203696772e-04 -6.3376787517374256e-01 +8.7431454623850479e+09 
+6.2000000000000000e+01 +4.9110454902916796e-04 -6.2917907357468672e-01 +8.6542033083595200e+09 
+6.2100000000000001e+01 +4.8868257267263376e-04 -6.2462777873977715e-01 +8.5659167466952085e+09 
+6.2200000000000003e+01 +4.8627460401222525e-04 -6.2011372066298465e-01 +8.4783171683044472e+09 
+6.2300000000000004e+01 +4.8388055578299673e-04 -6.1563666798069749e-01 +8.3914532732456598e+09 
+6.2400000000000006e+01 +4.8150034072000369e-04 -6.1119638932935305e-01 +8.3053737615900011e+09 
+6.2500000000000000e+01 +4.7913387155830011e-04 -6.0679265334532750e-01 +8.2201273333907032e+09 
+6.2600000000000001e+01 +4.7678106103294174e-04 -6.0242522866506554e-01 +8.1357626887235451e+09 
+6.2700000000000003e+01 +4.7444182187898211e-04 -5.9809388392495522e-01 +8.0523285276481667e+09 
+6.2800000000000004e+01 +4.7211606683147662e-04 -5.9379838776140548e-01 +7.9698735502243681e+09 
+6.2900000000000006e+01 +4.6980370862547988e-04 -5.8953850881082837e-01 +7.8884464565184402e+09 
+6.3000000000000000e+01 +4.6750465999604701e-04 -5.8531401570964336e-01 +7.8080959465983744e+09 
+6.3100000000000001e+01 +4.6521883433909482e-04 -5.8112466174674315e-01 +7.7288603125063515e+09 
+6.3200000000000003e+01 +4.6294614769399348e-04 -5.7697013882108616e-01 +7.6507362142444782e+09 
+6.3300000000000004e+01 +4.6068651676097621e-04 -5.7285012348412834e-01 +7.5737099037977257e+09 
+6.3400000000000006e+01 +4.5843985824027452e-04 -5.6876429228728387e-01 +7.4977676331352510e+09 
+6.3500000000000000e+01 +4.5620608883212060e-04 -5.6471232178198849e-01 +7.4228956542378073e+09 
+6.3600000000000001e+01 +4.5398512523674883e-04 -5.6069388851972968e-01 +7.3490802190988016e+09 
+6.3700000000000003e+01 +4.5177688415439090e-04 -5.5670866905193794e-01 +7.2763075796952572e+09 
+6.3800000000000004e+01 +4.4958128228527919e-04 -5.5275633993004325e-01 +7.2045639880033064e+09 
+6.3900000000000006e+01 +4.4739823632964607e-04 -5.4883657770549277e-01 +7.1338356960067835e+09 
+6.4000000000000000e+01 +4.4522766298772497e-04 -5.4494905892973811e-01 +7.0641089556862011e+09 
+6.4100000000000009e+01 +4.4306947958077216e-04 -5.4109345498688888e-01 +6.9953637239811172e+09 
+6.4200000000000003e+01 +4.4092360591414391e-04 -5.3726941659177185e-01 +6.9275547776808243e+09 
+6.4299999999999997e+01 +4.3878996241421953e-04 -5.3347658929186115e-01 +6.8606305985246592e+09 
+6.4400000000000006e+01 +4.3666846950737783e-04 -5.2971461863462344e-01 +6.7945396682510681e+09 
+6.4500000000000000e+01 +4.3455904762000044e-04 -5.2598315016756991e-01 +6.7292304686115532e+09 
+6.4600000000000009e+01 +4.3246161717846673e-04 -5.2228182943819135e-01 +6.6646514813521843e+09 
+6.4700000000000003e+01 +4.3037609860915616e-04 -5.1861030199394409e-01 +6.6007511882052431e+09 
+6.4799999999999997e+01 +4.2830241233844879e-04 -5.1496821338232435e-01 +6.5374780709206104e+09 
+6.4900000000000006e+01 +4.2624047879272431e-04 -5.1135520915081478e-01 +6.4747806112384338e+09 
+6.5000000000000000e+01 +4.2419021839836218e-04 -5.0777093484688929e-01 +6.4126072909020262e+09 
+6.5100000000000009e+01 +4.2215155307216056e-04 -5.0421506211170519e-01 +6.3509171254435244e+09 
+6.5200000000000003e+01 +4.2012441069258662e-04 -5.0068736696096006e-01 +6.2897112655137148e+09 
+6.5299999999999997e+01 +4.1810872062852445e-04 -4.9718765150399286e-01 +6.2290013955418272e+09 
+6.5400000000000006e+01 +4.1610441224885928e-04 -4.9371571785018992e-01 +6.1687991999755831e+09 
+6.5500000000000000e+01 +4.1411141492247690e-04 -4.9027136810891980e-01 +6.1091163632528925e+09 
+6.5600000000000009e+01 +4.1212965801825995e-04 -4.8685440438949723e-01 +6.0499645697986050e+09 
+6.5700000000000003e+01 +4.1015907090509484e-04 -4.8346462880131813e-01 +5.9913555040601187e+09 
+6.5799999999999997e+01 +4.0819958295186607e-04 -4.8010184345373119e-01 +5.9333008504725847e+09 
+6.5900000000000006e+01 +4.0625112352745785e-04 -4.7676585045608577e-01 +5.8758122934683142e+09 
+6.6000000000000000e+01 +4.0431362200075635e-04 -4.7345645191777114e-01 +5.8189015174958420e+09 
+6.6100000000000009e+01 +4.0238700828209233e-04 -4.7017344616861417e-01 +5.7625800152247849e+09 
+6.6200000000000003e+01 +4.0047121444758898e-04 -4.6691661642048654e-01 +5.7068585123164768e+09 
+6.6299999999999997e+01 +3.9856617311481739e-04 -4.6368574210577607e-01 +5.6517475426818066e+09 
+6.6400000000000006e+01 +3.9667181690134667e-04 -4.6048060265682961e-01 +5.5972576402177095e+09 
+6.6500000000000000e+01 +3.9478807842474790e-04 -4.5730097750602844e-01 +5.5433993388338575e+09 
+6.6600000000000009e+01 +3.9291489030259018e-04 -4.5414664608572097e-01 +5.4901831724278345e+09 
+6.6700000000000003e+01 +3.9105218515244526e-04 -4.5101738782829470e-01 +5.4376196749080143e+09 
+6.6799999999999997e+01 +3.8919989559188273e-04 -4.4791298216611231e-01 +5.3857193801795254e+09 
+6.6900000000000006e+01 +3.8735795423847281e-04 -4.4483320853154179e-01 +5.3344928221456308e+09 
+6.7000000000000000e+01 +3.8552629370978595e-04 -4.4177784635695166e-01 +5.2839505347111340e+09 
+6.7100000000000009e+01 +3.8370484740272721e-04 -4.3874667657894767e-01 +5.2340981740967855e+09 
+6.7200000000000003e+01 +3.8189355183154390e-04 -4.3573948615114516e-01 +5.1849218858172951e+09 
+6.7299999999999997e+01 +3.8009234428981829e-04 -4.3275606353140339e-01 +5.1364029377053442e+09 
+6.7400000000000006e+01 +3.7830116207113223e-04 -4.2979619717758449e-01 +5.0885225975956430e+09 
+6.7500000000000000e+01 +3.7651994246906792e-04 -4.2685967554752691e-01 +5.0412621333138990e+09 
+6.7600000000000009e+01 +3.7474862277720773e-04 -4.2394628709910814e-01 +4.9946028126996889e+09 
+6.7700000000000003e+01 +3.7298714028913336e-04 -4.2105582029016053e-01 +4.9485259035770168e+09 
+6.7799999999999997e+01 +3.7123543229842804e-04 -4.1818806357857596e-01 +4.9030126737900009e+09 
+6.7900000000000006e+01 +3.6949343609867278e-04 -4.1534280542218355e-01 +4.8580443911623211e+09 
+6.8000000000000000e+01 +3.6776108898345014e-04 -4.1251983427884070e-01 +4.8136023235263357e+09 
+6.8100000000000009e+01 +3.6603832867345711e-04 -4.0971893496111800e-01 +4.7696658890705948e+09 
+6.8200000000000003e+01 +3.6432509459784955e-04 -4.0693987770038453e-01 +4.7262071073964090e+09 
+6.8299999999999997e+01 +3.6262132661289763e-04 -4.0418242908269914e-01 +4.6831961484491959e+09 
+6.8400000000000006e+01 +3.6092696457487323e-04 -4.0144635569417747e-01 +4.6406031821957865e+09 
+6.8500000000000000e+01 +3.5924194834004641e-04 -3.9873142412087043e-01 +4.5983983785827341e+09 
+6.8600000000000009e+01 +3.5756621776468700e-04 -3.9603740094883749e-01 +4.5565519075570784e+09 
+6.8700000000000003e+01 +3.5589971270506691e-04 -3.9336405276418840e-01 +4.5150339390839462e+09 
+6.8799999999999997e+01 +3.5424237301745612e-04 -3.9071114615297226e-01 +4.4738146431072140e+09 
+6.8900000000000006e+01 +3.5259413855812517e-04 -3.8807844770127509e-01 +4.4328641895849543e+09 
+6.9000000000000000e+01 +3.5095494918334526e-04 -3.8546572399517515e-01 +4.3921527484706936e+09 
+6.9100000000000009e+01 +3.4932474599295288e-04 -3.8287276228884043e-01 +4.3516599694256725e+09 
+6.9200000000000003e+01 +3.4770347506104783e-04 -3.8029943250875253e-01 +4.3114034209265690e+09 
+6.9299999999999997e+01 +3.4609108370529652e-04 -3.7774562524951844e-01 +4.2714101511687217e+09 
+6.9400000000000006e+01 +3.4448751924336443e-04 -3.7521123110570365e-01 +4.2317072083323827e+09 
+6.9500000000000000e+01 +3.4289272899291835e-04 -3.7269614067191004e-01 +4.1923216406115923e+09 
+6.9600000000000009e+01 +3.4130666027162317e-04 -3.7020024454270056e-01 +4.1532804961878200e+09 
+6.9700000000000003e+01 +3.3972926039714670e-04 -3.6772343331270341e-01 +4.1146108232616758e+09 
+6.9799999999999997e+01 +3.3816047668715351e-04 -3.6526559757647054e-01 +4.0763396700117908e+09 
+6.9900000000000006e+01 +3.3660025645930930e-04 -3.6282662792857906e-01 +4.0384940846227155e+09 
+7.0000000000000000e+01 +3.3504854703128161e-04 -3.6040641496363945e-01 +4.0011011152890582e+09 
+7.0100000000000009e+01 +3.3350529599311641e-04 -3.5800484202747074e-01 +3.9641826757899003e+09 
+7.0200000000000003e+01 +3.3197045202438397e-04 -3.5562176347080077e-01 +3.9277401422418900e+09 
+7.0299999999999997e+01 +3.3044396407703482e-04 -3.5325702639560380e-01 +3.8917697563590436e+09 
+7.0400000000000006e+01 +3.2892578110302030e-04 -3.5091047790387819e-01 +3.8562677598607297e+09 
+7.0500000000000000e+01 +3.2741585205429128e-04 -3.4858196509758183e-01 +3.8212303944518824e+09 
+7.0600000000000009e+01 +3.2591412588279915e-04 -3.4627133507871455e-01 +3.7866539018544650e+09 
+7.0700000000000003e+01 +3.2442055154049379e-04 -3.4397843494922331e-01 +3.7525345237711401e+09 
+7.0799999999999997e+01 +3.2293507797932699e-04 -3.4170311181110358e-01 +3.7188685019199791e+09 
+7.0900000000000006e+01 +3.2145765415124910e-04 -3.3944521276632655e-01 +3.6856520780122409e+09 
+7.1000000000000000e+01 +3.1998822900821165e-04 -3.3720458491687444e-01 +3.6528814937620230e+09 
+7.1100000000000009e+01 +3.1852675185171014e-04 -3.3498107063346783e-01 +3.6205494937890220e+09 
+7.1200000000000003e+01 +3.1707317338142149e-04 -3.3277449336181675e-01 +3.5886348343425488e+09 
+7.1299999999999997e+01 +3.1562744464656758e-04 -3.3058467181639262e-01 +3.5571127745848927e+09 
+7.1400000000000006e+01 +3.1418951669637024e-04 -3.2841142471166451e-01 +3.5259585736772089e+09 
+7.1500000000000000e+01 +3.1275934058005176e-04 -3.2625457076209685e-01 +3.4951474907783809e+09 
+7.1600000000000009e+01 +3.1133686734683260e-04 -3.2411392868212802e-01 +3.4646547850403171e+09 
+7.1700000000000003e+01 +3.0992204804593661e-04 -3.2198931718626850e-01 +3.4344557156379595e+09 
+7.1799999999999997e+01 +3.0851483372658372e-04 -3.1988055498893564e-01 +3.4045255417149453e+09 
+7.1900000000000006e+01 +3.0711517543799698e-04 -3.1778746080462000e-01 +3.3748395224384298e+09 
+7.2000000000000000e+01 +3.0572302422939755e-04 -3.1570985334777513e-01 +3.3453729169670129e+09 
+7.2100000000000009e+01 +3.0433833206857947e-04 -3.1364756479102918e-01 +3.3161055496107183e+09 
+7.2200000000000003e+01 +3.0296105459762295e-04 -3.1160048113962091e-01 +3.2870355052786512e+09 
+7.2299999999999997e+01 +3.0159114837717939e-04 -3.0956850185693019e-01 +3.2581654340231915e+09 
+7.2400000000000006e+01 +3.0022856996790169e-04 -3.0755152640637762e-01 +3.2294979859096532e+09 
+7.2500000000000000e+01 +2.9887327593044148e-04 -3.0554945425134827e-01 +3.2010358109928889e+09 
+7.2600000000000009e+01 +2.9752522282545078e-04 -3.0356218485524039e-01 +3.1727815593323331e+09 
+7.2700000000000003e+01 +2.9618436721358149e-04 -3.0158961768144660e-01 +3.1447378809846635e+09 
+7.2799999999999997e+01 +2.9485066565548579e-04 -2.9963165219336402e-01 +3.1169074260081382e+09 
+7.2900000000000006e+01 +2.9352407471181560e-04 -2.9768818785439632e-01 +3.0892928444641790e+09 
+7.3000000000000000e+01 +2.9220455094322296e-04 -2.9575912412792726e-01 +3.0618967864045973e+09 
+7.3100000000000009e+01 +2.9089205125330239e-04 -2.9384435960740568e-01 +3.0347233509267488e+09 
+7.3200000000000003e+01 +2.8958653391742176e-04 -2.9194378940651866e-01 +3.0077824332822671e+09 
+7.3299999999999997e+01 +2.8828795755389005e-04 -2.9005730776896854e-01 +2.9810853777498808e+09 
+7.3400000000000006e+01 +2.8699628078101712e-04 -2.8818480893847676e-01 +2.9546435286120076e+09 
+7.3500000000000000e+01 +2.8571146221711285e-04 -2.8632618715876057e-01 +2.9284682301514716e+09 
+7.3600000000000009e+01 +2.8443346048048762e-04 -2.8448133667356168e-01 +2.9025708266579494e+09 
+7.3700000000000003e+01 +2.8316223418945022e-04 -2.8265015172656927e-01 +2.8769626624057083e+09 
+7.3799999999999997e+01 +2.8189774196231182e-04 -2.8083252656154084e-01 +2.8516550816896162e+09 
+7.3900000000000006e+01 +2.8063994241738074e-04 -2.7902835542216287e-01 +2.8266594287831287e+09 
+7.4000000000000000e+01 +2.7938879417296750e-04 -2.7723753255216427e-01 +2.8019870479704895e+09 
+7.4100000000000009e+01 +2.7814425631249892e-04 -2.7545995252959155e-01 +2.7776459673411498e+09 
+7.4200000000000003e+01 +2.7690628977986806e-04 -2.7369551126970304e-01 +2.7536309501699133e+09 
+7.4299999999999997e+01 +2.7567485598408527e-04 -2.7194410502208355e-01 +2.7299334435387402e+09 
+7.4400000000000006e+01 +2.7444991633416064e-04 -2.7020563003632286e-01 +2.7065448945282912e+09 
+7.4500000000000000e+01 +2.7323143223910375e-04 -2.6847998256197397e-01 +2.6834567502095366e+09 
+7.4600000000000009e+01 +2.7201936510792585e-04 -2.6676705884865948e-01 +2.6606604576752219e+09 
+7.4700000000000003e+01 +2.7081367634963608e-04 -2.6506675514593242e-01 +2.6381474639963174e+09 
+7.4799999999999997e+01 +2.6961432737324553e-04 -2.6337896770339247e-01 +2.6159092162570529e+09 
+7.4900000000000006e+01 +2.6842127958776383e-04 -2.6170359277061828e-01 +2.5939371615357785e+09 
+7.5000000000000000e+01 +2.6723449440220129e-04 -2.6004052659718874e-01 +2.5722227469128318e+09 
+7.5100000000000009e+01 +2.6605393335151937e-04 -2.5838965982237694e-01 +2.5507553783413243e+09 
+7.5200000000000003e+01 +2.6487955847448609e-04 -2.5675086064422487e-01 +2.5295162972761750e+09 
+7.5299999999999997e+01 +2.6371133193582043e-04 -2.5512399165046351e-01 +2.5084847040469027e+09 
+7.5400000000000006e+01 +2.6254921590024196e-04 -2.5350891542883897e-01 +2.4876397989872026e+09 
+7.5500000000000000e+01 +2.6139317253246933e-04 -2.5190549456705935e-01 +2.4669607824186454e+09 
+7.5600000000000009e+01 +2.6024316399722201e-04 -2.5031359165286637e-01 +2.4464268546734252e+09 
+7.5700000000000003e+01 +2.5909915245921913e-04 -2.4873306927399538e-01 +2.4260172160825214e+09 
+7.5799999999999997e+01 +2.5796110008318037e-04 -2.4716379001818539e-01 +2.4057110669774394e+09 
+7.5900000000000006e+01 +2.5682896903382423e-04 -2.4560561647315590e-01 +2.3854876076833987e+09 
+7.6000000000000000e+01 +2.5570272147587005e-04 -2.4405841122662994e-01 +2.3653260385260253e+09 
+7.6100000000000009e+01 +2.5458232054327790e-04 -2.4252205351168191e-01 +2.3452124876932597e+09 
+7.6200000000000003e+01 +2.5346773324697258e-04 -2.4099648914269595e-01 +2.3251607947800879e+09 
+7.6299999999999997e+01 +2.5235892756711822e-04 -2.3948168057934888e-01 +2.3051917272222786e+09 
+7.6400000000000006e+01 +2.5125587148387989e-04 -2.3797759028135462e-01 +2.2853260524697118e+09 
+7.6500000000000000e+01 +2.5015853297742256e-04 -2.3648418070840430e-01 +2.2655845379631844e+09 
+7.6600000000000009e+01 +2.4906688002791132e-04 -2.3500141432020855e-01 +2.2459879511492105e+09 
+7.6700000000000003e+01 +2.4798088061551152e-04 -2.3352925357647344e-01 +2.2265570594757638e+09 
+7.6800000000000011e+01 +2.4690050272038717e-04 -2.3206766093688017e-01 +2.2073126303791413e+09 
+7.6900000000000006e+01 +2.4582571432270361e-04 -2.3061659886113567e-01 +2.1882754313068295e+09 
+7.7000000000000000e+01 +2.4475648340262598e-04 -2.2917602980894883e-01 +2.1694662297057076e+09 
+7.7100000000000009e+01 +2.4369277789879754e-04 -2.2774590750877549e-01 +2.1509016077078462e+09 
+7.7200000000000003e+01 +2.4263456558377603e-04 -2.2632615076413218e-01 +2.1325814062170966e+09 
+7.7300000000000011e+01 +2.4158181418859688e-04 -2.2491666964727555e-01 +2.1145012808183248e+09 
+7.7400000000000006e+01 +2.4053449144429610e-04 -2.2351737423048471e-01 +2.0966568871068988e+09 
+7.7500000000000000e+01 +2.3949256508190976e-04 -2.2212817458602549e-01 +2.0790438806702392e+09 
+7.7600000000000009e+01 +2.3845600283247401e-04 -2.2074898078618221e-01 +2.0616579171052551e+09 
+7.7700000000000003e+01 +2.3742477242702419e-04 -2.1937970290320646e-01 +2.0444946519953120e+09 
+7.7800000000000011e+01 +2.3639884159659661e-04 -2.1802025100937883e-01 +2.0275497409349260e+09 
+7.7900000000000006e+01 +2.3537817807222703e-04 -2.1667053517696788e-01 +2.0108188395152893e+09 
+7.8000000000000000e+01 +2.3436274958495135e-04 -2.1533046547824120e-01 +1.9942976033249981e+09 
+7.8100000000000009e+01 +2.3335252418644326e-04 -2.1399995158521484e-01 +1.9779805805231006e+09 
+7.8200000000000003e+01 +2.3234747121092606e-04 -2.1267890156883631e-01 +1.9618578895245428e+09 
+7.8300000000000011e+01 +2.3134756031326027e-04 -2.1136722309978534e-01 +1.9459185413068552e+09 
+7.8400000000000006e+01 +2.3035276114830743e-04 -2.1006482384876543e-01 +1.9301515468573010e+09 
+7.8500000000000000e+01 +2.2936304337092841e-04 -2.0877161148645937e-01 +1.9145459171527624e+09 
+7.8600000000000009e+01 +2.2837837663598390e-04 -2.0748749368355474e-01 +1.8990906631752310e+09 
+7.8700000000000003e+01 +2.2739873059833540e-04 -2.0621237811075765e-01 +1.8837747959122131e+09 
+7.8800000000000011e+01 +2.2642407491284340e-04 -2.0494617243873736e-01 +1.8685873263365760e+09 
+7.8900000000000006e+01 +2.2545437923436886e-04 -2.0368878433818655e-01 +1.8535172654318523e+09 
+7.9000000000000000e+01 +2.2448961321777316e-04 -2.0244012147980828e-01 +1.8385536241837645e+09 
+7.9100000000000009e+01 +2.2352974705984767e-04 -2.0120009804717040e-01 +1.8236870824026473e+09 
+7.9200000000000003e+01 +2.2257475312510686e-04 -1.9996865427541241e-01 +1.8089149952388926e+09 
+7.9300000000000011e+01 +2.2162460431999603e-04 -1.9874573691256633e-01 +1.7942363866761432e+09 
+7.9400000000000006e+01 +2.2067927355096093e-04 -1.9753129270666875e-01 +1.7796502806990955e+09 
+7.9500000000000000e+01 +2.1973873372444641e-04 -1.9632526840573511e-01 +1.7651557012855928e+09 
+7.9600000000000009e+01 +2.1880295774689761e-04 -1.9512761075780491e-01 +1.7507516724235761e+09 
+7.9700000000000003e+01 +2.1787191852476025e-04 -1.9393826651090745e-01 +1.7364372180944571e+09 
+7.9800000000000011e+01 +2.1694558896447901e-04 -1.9275718241306308e-01 +1.7222113622790804e+09 
+7.9900000000000006e+01 +2.1602394197249998e-04 -1.9158430521231845e-01 +1.7080731289657516e+09 
+8.0000000000000000e+01 +2.1510695045526742e-04 -1.9041958165667786e-01 +1.6940215421290698e+09 
+8.0100000000000009e+01 +2.1419458746287375e-04 -1.8926295768475379e-01 +1.6800572118075333e+09 
+8.0200000000000003e+01 +2.1328682661999717e-04 -1.8811437599740366e-01 +1.6661870922316103e+09 
+8.0300000000000011e+01 +2.1238364169496189e-04 -1.8697377848604763e-01 +1.6524197236816370e+09 
+8.0400000000000006e+01 +2.1148500645609271e-04 -1.8584110704210438e-01 +1.6387636464358003e+09 
+8.0500000000000000e+01 +2.1059089467171429e-04 -1.8471630355700180e-01 +1.6252274007772751e+09 
+8.0600000000000009e+01 +2.0970128011015097e-04 -1.8359930992216109e-01 +1.6118195269859920e+09 
+8.0700000000000003e+01 +2.0881613653972724e-04 -1.8249006802899814e-01 +1.5985485653394079e+09 
+8.0800000000000011e+01 +2.0793543772876843e-04 -1.8138851976895407e-01 +1.5854230561245909e+09 
+8.0900000000000006e+01 +2.0705915744559852e-04 -1.8029460703343259e-01 +1.5724515396146181e+09 
+8.1000000000000000e+01 +2.0618726945854248e-04 -1.7920827171387521e-01 +1.5596425560986662e+09 
+8.1100000000000009e+01 +2.0531974788690679e-04 -1.7812945711992570e-01 +1.5470026476636543e+09 
+8.1200000000000003e+01 +2.0445656825392901e-04 -1.7705811223421627e-01 +1.5345303636647635e+09 
+8.1300000000000011e+01 +2.0359770643382853e-04 -1.7599418745761491e-01 +1.5222222552717466e+09 
+8.1400000000000006e+01 +2.0274313830082491e-04 -1.7493763319098052e-01 +1.5100748736499369e+09 
+8.1500000000000000e+01 +2.0189283972913769e-04 -1.7388839983518165e-01 +1.4980847699684784e+09 
+8.1600000000000009e+01 +2.0104678659298663e-04 -1.7284643779108669e-01 +1.4862484953954618e+09 
+8.1700000000000003e+01 +2.0020495476659071e-04 -1.7181169745954705e-01 +1.4745626010950842e+09 
+8.1800000000000011e+01 +1.9936732012417003e-04 -1.7078412924144082e-01 +1.4630236382385991e+09 
+8.1900000000000006e+01 +1.9853385853994398e-04 -1.6976368353762766e-01 +1.4516281579923527e+09 
+8.2000000000000000e+01 +1.9770454588813159e-04 -1.6875031074895944e-01 +1.4403727115198534e+09 
+8.2100000000000009e+01 +1.9687935807820913e-04 -1.6774395540769016e-01 +1.4292519985961483e+09 
+8.2200000000000003e+01 +1.9605827116067693e-04 -1.6674453857154192e-01 +1.4182533133992565e+09 
+8.2300000000000011e+01 +1.9524126122129112e-04 -1.6575197542959919e-01 +1.4073620987050703e+09 
+8.2400000000000006e+01 +1.9442830434580842e-04 -1.6476618117096412e-01 +1.3965637972961733e+09 
+8.2500000000000000e+01 +1.9361937661998524e-04 -1.6378707098473366e-01 +1.3858438519535677e+09 
+8.2600000000000009e+01 +1.9281445412957799e-04 -1.6281456006000281e-01 +1.3751877054569981e+09 
+8.2700000000000003e+01 +1.9201351296034347e-04 -1.6184856358587046e-01 +1.3645808005874667e+09 
+8.2800000000000011e+01 +1.9121652919803771e-04 -1.6088899675142748e-01 +1.3540085801245563e+09 
+8.2900000000000006e+01 +1.9042347892841754e-04 -1.5993577474576959e-01 +1.3434564868468764e+09 
+8.3000000000000000e+01 +1.8963433823723907e-04 -1.5898881275798896e-01 +1.3329099635349216e+09 
+8.3100000000000009e+01 +1.8884908381617603e-04 -1.5804803808782258e-01 +1.3223591823842700e+09 
+8.3200000000000003e+01 +1.8806769478056697e-04 -1.5711342647744903e-01 +1.3118132332146757e+09 
+8.3300000000000011e+01 +1.8729015085166851e-04 -1.5618496577971042e-01 +1.3012859352677886e+09 
+8.3400000000000006e+01 +1.8651643175073593e-04 -1.5526264384741315e-01 +1.2907911077751000e+09 
+8.3500000000000000e+01 +1.8574651719902550e-04 -1.5434644853339155e-01 +1.2803425699766986e+09 
+8.3600000000000009e+01 +1.8498038691779322e-04 -1.5343636769047569e-01 +1.2699541411111517e+09 
+8.3700000000000003e+01 +1.8421802062829485e-04 -1.5253238917147902e-01 +1.2596396404112284e+09 
+8.3800000000000011e+01 +1.8345939805178583e-04 -1.5163450082921959e-01 +1.2494128871122115e+09 
+8.3900000000000006e+01 +1.8270449890952321e-04 -1.5074269051654376e-01 +1.2392877004574945e+09 
+8.4000000000000000e+01 +1.8195330292276228e-04 -1.4985694608626254e-01 +1.2292778996795623e+09 
+8.4100000000000009e+01 +1.8120578979084317e-04 -1.4897724960558306e-01 +1.2193948701529088e+09 
+8.4200000000000003e+01 +1.8046193912544433e-04 -1.4810355999926617e-01 +1.2096402618079581e+09 
+8.4300000000000011e+01 +1.7972173051632808e-04 -1.4723583040644603e-01 +1.2000132907101076e+09 
+8.4400000000000006e+01 +1.7898514355325746e-04 -1.4637401396627889e-01 +1.1905131729314251e+09 
+8.4500000000000000e+01 +1.7825215782599460e-04 -1.4551806381789145e-01 +1.1811391245352404e+09 
+8.4600000000000009e+01 +1.7752275292430225e-04 -1.4466793310043718e-01 +1.1718903615925872e+09 
+8.4700000000000003e+01 +1.7679690843794299e-04 -1.4382357495304632e-01 +1.1627661001666734e+09 
+8.4800000000000011e+01 +1.7607460395667910e-04 -1.4298494251486490e-01 +1.1537655563277013e+09 
+8.4900000000000006e+01 +1.7535581907027385e-04 -1.4215198892504291e-01 +1.1448879461453264e+09 
+8.5000000000000000e+01 +1.7464053336848921e-04 -1.4132466732271026e-01 +1.1361324856832225e+09 
+8.5100000000000009e+01 +1.7392872659787784e-04 -1.4050292889323582e-01 +1.1274969457989247e+09 
+8.5200000000000003e+01 +1.7322037913215067e-04 -1.3968671700682744e-01 +1.1189733164843533e+09 
+8.5300000000000011e+01 +1.7251547150180893e-04 -1.3887597307992777e-01 +1.1105521425235665e+09 
+8.5400000000000006e+01 +1.7181398423735388e-04 -1.3807063852897775e-01 +1.1022239687004192e+09 
+8.5500000000000000e+01 +1.7111589786928633e-04 -1.3727065477041031e-01 +1.0939793397961717e+09 
+8.5600000000000009e+01 +1.7042119292810749e-04 -1.3647596322066599e-01 +1.0858088005938880e+09 
+8.5700000000000003e+01 +1.6972984994431816e-04 -1.3568650529617679e-01 +1.0777028958749502e+09 
+8.5800000000000011e+01 +1.6904184944841941e-04 -1.3490222241337962e-01 +1.0696521704213072e+09 
+8.5900000000000006e+01 +1.6835717197091285e-04 -1.3412305598872021e-01 +1.0616471690175850e+09 
+8.6000000000000000e+01 +1.6767579804229893e-04 -1.3334894743862807e-01 +1.0536784364449217e+09 
+8.6100000000000009e+01 +1.6699770857719941e-04 -1.3257984390788322e-01 +1.0457385861167183e+09 
+8.6200000000000003e+01 +1.6632288602671982e-04 -1.3181571545469142e-01 +1.0378285059927411e+09 
+8.6300000000000011e+01 +1.6565131322608553e-04 -1.3105653786558544e-01 +1.0299511526604776e+09 
+8.6400000000000006e+01 +1.6498297301052267e-04 -1.3030228692710727e-01 +1.0221094827081653e+09 
+8.6500000000000000e+01 +1.6431784821525680e-04 -1.2955293842579488e-01 +1.0143064527248526e+09 
+8.6600000000000009e+01 +1.6365592167551376e-04 -1.2880846814818994e-01 +1.0065450192992638e+09 
+8.6700000000000003e+01 +1.6299717622651942e-04 -1.2806885188083658e-01 +9.9882813902188694e+08 
+8.6800000000000011e+01 +1.6234159470349948e-04 -1.2733406541026945e-01 +9.9115876847988498e+08 
+8.6900000000000006e+01 +1.6168915994168009e-04 -1.2660408452303873e-01 +9.8353986426542890e+08 
+8.7000000000000000e+01 +1.6103985477628665e-04 -1.2587888500567554e-01 +9.7597438296430278e+08 
+8.7100000000000009e+01 +1.6039366209056756e-04 -1.2515844098384299e-01 +9.6846504575875068e+08 
+8.7200000000000003e+01 +1.5975056495986194e-04 -1.2444271993968535e-01 +9.6101363219931626e+08 
